,Agent Numer of Introducer,Agent_Number
66560,60024333,60024440
66562,60027571,60033397
66563,60008924,60058425
66564,60052457,60063533
66565,60038612,60021289
66566,60029788,60032259
66567,60039673,60039678
66568,60037670,60040073
66569,60042279,60047823
66570,60058497,60058502
66571,60065634,60065756
66572,60028261,60070029
66574,60019593,60023364
66575,60024678,60025414
66576,60033333,60033373
66577,60045681,60045748
66579,60045492,60047816
66580,60059939,60060135
66583,60014465,60069349
66586,60031088,60031109
66587,60031873,60031893
66588,60024188,60044712
66589,60039828,60046349
66590,60042482,60052606
66591,60056204,60056379
66592,60030655,60056969
66593,60063218,60063232
66594,60057399,60074887
66596,60034410,60045645
66597,60059004,60064481
66598,60074611,60074111
66600,60019234,60021593
66601,60043172,60050108
66604,60018144,60026317
66606,60033471,60038272
66608,60055055,60069083
66611,60016451,60017078
66613,60045073,60045079
66614,60029412,60047798
66615,60054438,60055426
66616,60059615,60059642
66617,60069543,60070629
66618,60029696,60036734
66619,60039270,60048770
66622,60021155,60023869
66623,60028477,60029818
66624,60058263,60071617
66625,60009626,60010105
66626,60029005,60030300
66627,60057775,60059216
66628,60057655,60063428
66629,60029783,60030422
66630,60040352,60040579
66631,60056926,60057601
66634,60019886,60019887
66636,60032920,60042721
66637,60055859,60057546
66638,60020909,60034363
66639,60037552,60047468
66640,60059116,60059150
66641,60059524,60064028
66642,60068605,60068612
66643,60067461,60069267
66647,60027625,60028218
66648,60012548,60043608
66649,60038955,60047924
66650,60038352,60048058
66651,60058376,60060707
66652,60050976,60062539
66654,60039823,60039824
66655,60047036,60047631
66656,60071772,60072972
66657,60037008,60045843
66658,60035181,60071053
66659,60037733,60037735
66660,60038223,60043527
66661,60052444,60055581
66662,60057288,60073710
66664,60046546,60047586
66665,60000717,60065945
66666,60071360,60072570
66667,60031379,60075839
66672,60052061,60053522
66673,60043585,60043767
66674,60039188,60044273
66675,60009141,60010390
66676,60038668,60055685
66677,60059313,60059544
66678,60032344,60064856
66679,60069878,60076047
66682,60059120,60059516
66683,60034703,60062690
66684,60067922,60070696
66685,60055932,60073594
66686,60026501,60039893
66687,60057498,60057952
66688,60004486,60043234
66689,60038668,60049496
66691,60036799,60038569
66692,60027633,60050730
66693,60056359,60056522
66694,60048568,60066286
66695,60066792,60068274
66698,60021138,60044928
66699,60044554,60046432
66700,60052315,60053892
66701,60070772,60072433
66702,60059128,60075341
66704,60024367,60026241
66705,60049416,60049417
66706,60056085,60056087
66707,60043986,60061627
66708,60059379,60065015
66709,60068140,60068144
66711,60023948,60054024
66712,60075127,60075126
66715,60019408,60025448
66716,60041783,60042973
66717,60044102,60044337
66718,60041071,60057767
66719,60032440,60033518
66721,60033461,60041150
66722,60031064,60066099
66725,60059832,60065464
66726,60028261,60069423
66727,60054467,60071611
66728,60037522,60033576
66729,60040655,60042302
66732,60050758,60053126
66733,60054784,60054791
66737,60023370,60028751
66738,60028115,60033294
66739,60037200,60040379
66740,60048953,60049321
66741,60027261,60028013
66742,60030654,60055743
66743,60059313,60059893
66744,60059502,60061242
66745,60018582,60019679
66746,60028313,60031386
66747,60021782,60023991
66748,60041265,60041284
66749,60027086,60044508
66750,60021569,60026013
66751,60029956,60042077
66755,60043796,60046390
66756,60049400,60049410
66757,60067551,60067555
66761,60046831,60047183
66762,60049305,60049360
66763,60055306,60066504
66766,60036826,60041100
66767,60037914,60043884
66770,60040353,60040578
66771,60040537,60041916
66772,60032197,60043687
66773,60071726,60075344
66777,60014549,60028065
66778,60041822,60041902
66779,60042942,60044034
66780,60049697,60049702
66783,60012877,60012881
66785,60041979,60042317
66786,60038462,60057127
66787,60031413,60064591
66790,60018765,60018766
66791,60040778,60040790
66792,60032703,60044503
66795,60033149,60035347
66796,60048872,60048954
66799,60028307,60028322
66800,60027971,60029601
66801,60067671,60067789
66802,60067418,60067935
66805,60013738,60016234
66807,60048401,60048618
66808,60032677,60052904
66809,60020931,60022211
66810,60029944,60034207
66811,60033354,60042080
66812,60045776,60046032
66813,60067039,60071299
66815,60022659,60038626
66817,60021737,60028144
66818,60027984,60032213
66819,60059149,60073973
66820,60075373,60075280
66822,60024007,60034502
66824,60039230,60045397
66825,60058072,60067973
66827,60023909,60023908
66828,60051706,60054036
66829,60030537,60062150
66830,60065151,60065286
66833,60050409,60050523
66834,60052384,60052392
66835,60059148,60073667
66836,60029046,60032505
66838,60051994,60052484
66839,60052558,60053036
66842,60036552,60036634
66843,60044505,60044690
66844,60071975,60054187
66845,60056746,60059302
66846,60024390,60024389
66847,60041702,60041713
66848,60068487,60070065
66852,60027762,60029669
66853,60035539,60035620
66854,60038636,60039167
66855,60028063,60058994
66856,60041792,60061888
66857,60032216,60032597
66858,60033007,60035646
66859,60037686,60038311
66860,60030537,60062134
66863,60023163,60026048
66864,60043656,60048920
66865,60050783,60055337
66866,60041197,60070334
66869,60019543,60020539
66872,60025944,60025951
66873,60068141,60068151
66875,60016930,60020534
66876,60037686,60061999
66880,60002725,60012699
66881,60010957,60012758
66883,60040917,60046508
66885,60018406,60020063
66886,60002523,60025398
66887,60021522,60026003
66888,60029080,60037928
66889,60038294,60041120
66890,60010226,60013015
66891,60015012,60015269
66892,60037712,60061580
66893,60065644,60066400
66894,60059228,60073012
66896,60020861,60021426
66897,60055172,60055181
66899,60006894,60006915
66900,60008283,60012378
66903,60028650,60035138
66904,60013171,60015186
66905,60055616,60060905
66906,60057637,60066466
66908,60047779,60051622
66909,60049042,60051667
66910,60027586,60063942
66911,60037338,60038249
66912,60059358,60064203
66913,60033592,60066353
66915,60017174,60017833
66916,60022659,60025052
66917,60024188,60030621
66918,60073179,60073921
66922,60032916,60045520
66924,60010262,60010282
66926,60015179,60023287
66927,60040061,60041126
66931,60037684,60043055
66932,60045338,60050412
66934,60056156,60057453
66935,60041981,60060984
66937,60046400,60046402
66938,60044863,60056220
66939,60039270,60069615
66940,60075736,60076069
66942,60028178,60034088
66943,60038365,60041951
66944,60051826,60052034
66945,60061400,60067704
66947,60019485,60019486
66949,60067105,60067947
66950,60029789,60029905
66951,60032824,60034899
66952,60034917,60034928
66953,60035548,60035723
66954,60021743,60038781
66955,60042804,60046116
66956,60067268,60072090
66959,60021769,60025698
66960,60029555,60029560
66961,60036833,60036947
66962,60037551,60038967
66963,60045717,60049656
66964,60040547,60050297
66965,60026111,60026112
66966,60027969,60028005
66967,60058060,60069271
66973,60041792,60054276
66974,60046253,60057758
66975,60021884,60023181
66976,60027744,60028476
66977,60025025,60067798
66979,60052437,60052442
66980,60058960,60062996
66981,60067724,60069021
66982,60068087,60073545
66985,60011630,60016244
66986,60021548,60022159
66987,60022931,60023344
66988,60028700,60028774
66989,60037446,60038246
66990,60063218,60063234
66991,60059803,60066043
66992,60012400,60019271
66994,60035795,60035791
66995,60057593,60074257
66997,60026079,60027111
66998,60059555,60062343
67000,60023713,60023892
67001,60041723,60041783
67002,60055231,60065439
67003,60075312,60075142
67007,60027699,60064216
67012,60041172,60041839
67014,60020444,60035256
67015,60071379,60071401
67016,60074614,60074799
67021,60059754,60062386
67022,60059583,60062400
67024,60020921,60020858
67025,60022624,60022629
67026,60046088,60053104
67027,60054504,60058088
67028,60071977,60075952
67029,60022230,60022240
67031,60040448,60040529
67032,60044090,60045615
67033,60026207,60065688
67037,60027857,60032323
67038,60031889,60036004
67039,60031021,60036526
67040,60050969,60050982
67041,60054127,60054128
67044,60062478,60074207
67045,60075343,60075939
67047,60021626,60024777
67048,60030133,60037021
67049,60029965,60037262
67050,60040137,60053119
67051,60055936,60064937
67052,60013689,60014371
67053,60031419,60038861
67054,60045661,60056623
67055,60057379,60067316
67057,60048399,60048461
67058,60059393,60068208
67059,60054197,60069315
67061,60028781,60029727
67062,60030052,60030109
67063,60069690,60070719
67066,60036832,60036937
67067,60050986,60050990
67070,60015153,60020952
67071,60026513,60028517
67072,60053259,60053260
67073,60054846,60054853
67078,60031319,60038099
67079,60022286,60067741
67084,60041981,60060986
67085,60060416,60063756
67086,60016132,60016183
67087,60027073,60040341
67088,60038938,60042841
67089,60021670,60071123
67091,60024202,60024664
67092,60027908,60027909
67094,60055274,60055279
67095,60075840,60076092
67096,60046546,60022547
67097,60027583,60028893
67098,60026725,60038094
67099,60038290,60039234
67100,60051034,60067323
67101,60039270,60067775
67102,60068849,60071281
67105,60020446,60020447
67107,60037572,60053754
67112,60038886,60038899
67113,60028181,60029443
67116,60045093,60045247
67117,60041762,60047582
67118,60034217,60056791
67119,60058407,60062531
67122,60021127,60024776
67126,60032932,60037796
67127,60022547,60049674
67128,60038290,60051961
67129,60039197,60053076
67131,60020630,60020631
67132,60011973,60022835
67133,60028827,60029627
67134,60032910,60032914
67136,60035539,60036877
67137,60054330,60068618
67138,60071350,60071592
67139,60006227,60006743
67140,60031588,60032836
67141,60028650,60035121
67142,60021626,60043756
67143,60036285,60052815
67144,60054297,60054985
67145,60040462,60040525
67146,60039234,60042666
67149,60022117,60023899
67150,60026224,60026657
67151,60024352,60027482
67152,60049256,60053154
67156,60057593,60065825
67157,60058733,60068058
67158,60067554,60070644
67159,60075751,60075423
67161,60028825,60040504
67162,60056839,60057173
67163,60059033,60063557
67165,60006894,60025054
67166,60030541,60030555
67167,60038234,60039426
67168,60052101,60054655
67169,60021009,60021371
67170,60024325,60033929
67171,60039194,60041111
67172,60055667,60072289
67173,60021968,60025833
67174,60046024,60049384
67175,60049645,60050086
67176,60033356,60038084
67177,60068815,60071412
67178,60057290,60073747
67179,60028093,60028095
67180,60038499,60039822
67181,60059967,60060478
67182,60059615,60065135
67183,60061920,60066817
67188,60032245,60038472
67189,60039732,60041327
67190,60051104,60052360
67191,60064977,60065029
67192,60067554,60067560
67193,60058761,60067898
67196,60057078,60057079
67197,60053630,60060686
67198,60058376,60066941
67199,60015384,60015947
67200,60026146,60017356
67202,60028444,60028491
67203,60059283,60060718
67204,60066936,60072096
67207,60015256,60015308
67208,60017466,60023494
67210,60028076,60028079
67211,60041822,60045413
67212,60058975,60058988
67215,60028650,60035117
67217,60053980,60057467
67218,60070926,60071934
67221,60026023,60056776
67222,60073113,60072501
67225,60063054,60071654
67226,60049636,60050091
67227,60054376,60054714
67228,60056350,60056996
67230,60025422,60025423
67232,60038167,60050252
67233,60053399,60053408
67234,60051596,60055533
67236,60014821,60016508
67237,60044559,60044561
67238,60031892,60072685
67241,60035209,60044937
67242,60056101,60067172
67243,60060671,60075864
67246,60044135,60048019
67247,60024677,60063818
67249,60016289,60038924
67254,60021309,60039135
67255,60039723,60039724
67256,60040389,60043938
67257,60050687,60051128
67258,60009913,60073144
67261,60037372,60037696
67262,60040180,60040866
67263,60036996,60045556
67264,60045623,60048276
67267,60025077,60025078
67268,60037789,60039117
67269,60035720,60043163
67270,60037756,60049546
67271,60053985,60057374
67272,60056054,60057879
67273,60045582,60064239
67274,60049729,60068952
67277,60051286,60054032
67278,60037571,60039753
67279,60074693,60074525
67283,60033224,60041812
67285,60058376,60061088
67287,60026812,60028264
67288,60039502,60045010
67289,60070154,60070228
67293,60045727,60047881
67294,60050774,60050775
67295,60052192,60055248
67296,60035181,60071304
67297,60018668,60031802
67298,60031916,60047859
67299,60038522,60039098
67300,60037873,60042401
67301,60045582,60045659
67302,60027758,60048101
67303,60027586,60061338
67304,60041662,60064407
67305,60057637,60066456
67306,60059033,60073429
67308,60028296,60028665
67309,60059220,60066842
67312,60027309,60030970
67313,60057637,60059750
67316,60011630,60017882
67317,60040941,60041758
67318,60040992,60050981
67319,60038973,60052713
67320,60069052,60069451
67323,60025252,60025064
67324,60062474,60063395
67327,60037820,60054970
67328,60059168,60059169
67329,60009284,60009780
67331,60027586,60039590
67333,60020691,60022431
67334,60031591,60061214
67335,60047909,60061735
67336,60031088,60065533
67337,60067418,60068294
67338,60024914,60029909
67341,60031386,60058080
67342,60038034,60038075
67343,60042215,60050873
67344,60050615,60052317
67345,60058853,60058880
67348,60032344,60038764
67350,60040665,60042613
67351,60039270,60043595
67352,60059795,60066471
67353,60042414,60044636
67354,60049698,60053463
67355,60038462,60061945
67356,60051072,60051103
67357,60053046,60058410
67358,60031203,60042371
67359,60022359,60053757
67360,60051763,60068393
67361,60071936,60072439
67363,60059577,60067379
67366,60037975,60042819
67367,60058566,60058681
67368,60056663,60060758
67369,60021352,60021351
67371,60027556,60029344
67372,60058045,60061618
67373,60021309,60062781
67377,60021962,60021976
67378,60027073,60037092
67379,60056155,60069148
67380,60040606,60041846
67381,60051979,60052492
67382,60031757,60033280
67383,60035512,60044818
67384,60059723,60063126
67389,60043319,60043370
67390,60047410,60047413
67395,60019066,60025853
67396,60031245,60031478
67397,60024921,60042901
67398,60067538,60067779
67399,60040781,60075329
67400,60017304,60019131
67401,60031691,60033981
67402,60051039,60054771
67403,60056938,60064942
67404,60028015,60041421
67405,60029603,60031509
67406,60034917,60036540
67407,60031790,60037603
67408,60034412,60044314
67409,60058296,60067732
67411,60017640,60021504
67412,60033105,60034514
67413,60051347,60054312
67414,60056271,60057874
67415,60059935,60059960
67416,60066700,60066725
67418,60021885,60023964
67419,60037871,60039266
67420,60056928,60056937
67421,60074699,60075321
67424,60019156,60020197
67425,60026559,60027363
67427,60046623,60046974
67428,60048923,60049064
67429,60067012,60067016
67430,60037451,60040957
67433,60052437,60057133
67434,60011881,60015041
67435,60009601,60016815
67436,60028605,60034436
67437,60043785,60060096
67438,60033072,60035225
67441,60009800,60010123
67442,60029702,60033636
67443,60033008,60035677
67446,60021355,60023132
67447,60052053,60056808
67448,60050854,60065361
67450,60032703,60032706
67451,60038821,60043298
67452,60046919,60046927
67453,60050897,60052551
67454,60059816,60064078
67455,60048953,60065483
67460,60058852,60062529
67461,60009691,60013916
67462,60045715,60049641
67463,60068586,60069115
67466,60032803,60043890
67467,60027628,60027893
67468,60055940,60060744
67469,60067397,60068486
67471,60019105,60027322
67472,60027372,60027836
67473,60033277,60033287
67475,60051039,60051041
67476,60043333,60052132
67477,60057805,60057810
67478,60065669,60065677
67479,60066162,60066752
67481,60015049,60019374
67483,60021882,60022743
67484,60034614,60036021
67485,60028475,60042851
67486,60038455,60047796
67487,60048196,60062566
67490,60038697,60043028
67491,60068803,60070836
67492,60074688,60074517
67494,60025480,60028347
67495,60029337,60040974
67496,60031064,60041245
67497,60013179,60014636
67499,60015249,60048602
67500,60051810,60051817
67502,60007950,60014478
67505,60028656,60030307
67506,60045660,60046718
67507,60056810,60057156
67509,60042674,60057904
67511,60030482,60032327
67512,60035734,60035866
67513,60067012,60067136
67516,60027766,60030701
67517,60038955,60038980
67518,60053616,60053621
67519,60057051,60062777
67523,60015461,60015865
67525,60063054,60063083
67526,60051314,60063361
67528,60025163,60045696
67529,60066146,60068128
67532,60031889,60036288
67533,60038343,60040106
67534,60038295,60043374
67535,60052783,60052928
67536,60068706,60068839
67540,60031143,60035702
67541,60025308,60044295
67542,60036238,60051161
67543,60051763,60056659
67546,60046678,60050598
67547,60058754,60059247
67548,60027428,60027432
67549,60029455,60033184
67550,60040378,60043335
67551,60056271,60061139
67552,60038347,60064484
67553,60064592,60067860
67554,60049724,60057024
67555,60056728,60058442
67556,60018962,60020510
67557,60024334,60024983
67558,60041732,60044959
67559,60040986,60048194
67560,60051324,60052462
67561,60054197,60058252
67562,60059022,60060258
67563,60067467,60067471
67564,60071706,60071459
67566,60015384,60016913
67567,60029833,60032966
67570,60044000,60059856
67572,60053046,60053082
67573,60058459,60058460
67576,60036830,60036898
67577,60043022,60043043
67578,60049930,60050130
67579,60059502,60061281
67581,60016338,60022151
67582,60027469,60027623
67583,60075595,60075569
67585,60014571,60021844
67586,60036066,60036771
67589,60022842,60025030
67590,60019066,60025839
67592,60027437,60046856
67593,60069241,60069623
67594,60071314,60073287
67595,60075380,60076037
67598,60030174,60034996
67599,60015713,60035476
67600,60059358,60064196
67601,60074529,60074491
67603,60026761,60028381
67604,60042370,60042691
67605,60041797,60041803
67606,60032095,60044194
67607,60047483,60047679
67608,60038291,60049443
67610,60024299,60024300
67611,60029320,60029327
67612,60032363,60036544
67613,60035685,60040482
67615,60021492,60021497
67616,60022005,60022012
67617,60025489,60028500
67618,60029461,60035033
67619,60031767,60038651
67620,60055648,60057900
67621,60059524,60064027
67622,60072355,60072324
67625,60041995,60043497
67626,60033592,60050791
67627,60000727,60065962
67630,60034700,60034701
67634,60071727,60075004
67636,60031508,60023620
67638,60034194,60034901
67639,60041306,60045836
67640,60042479,60047053
67641,60048690,60050157
67644,60039604,60039607
67645,60042953,60044650
67648,60044993,60044995
67651,60066712,60066715
67653,60054381,60054680
67654,60048196,60058359
67656,60036065,60039541
67657,60029800,60039580
67658,60000718,60045896
67659,60020444,60049375
67660,60020934,60025681
67661,60032750,60033615
67662,60035171,60037379
67663,60037231,60037407
67664,60037464,60037465
67665,60026725,60038958
67666,60043419,60043438
67667,60014462,60043681
67668,60048196,60064187
67669,60015785,60019086
67670,60051032,60055224
67671,60056757,60056811
67672,60056311,60064118
67673,60051808,60065573
67674,60070225,60070229
67676,60010997,60011043
67677,60013143,60017111
67678,60038955,60025206
67679,60056356,60056469
67680,60057530,60061894
67681,60055932,60073585
67684,60041822,60045050
67685,60045987,60046443
67686,60046058,60052161
67687,60057642,60058916
67690,60034217,60065912
67691,60069283,60071838
67692,60055932,60072243
67694,60025489,60046562
67695,60044783,60044798
67696,60061012,60068549
67697,60075897,60075898
67699,60016606,60017318
67700,60016289,60018043
67701,60022124,60022129
67702,60029316,60031692
67703,60030518,60034984
67705,60058933,60058984
67706,60027086,60064397
67708,60031503,60039175
67709,60039904,60047961
67710,60056771,60069762
67711,60034130,60035918
67712,60040305,60042062
67713,60027582,60045289
67715,60027964,60029634
67717,60038351,60044433
67718,60043231,60054141
67719,60067721,60069985
67720,60069650,60070038
67723,60023329,60033657
67724,60036068,60039511
67725,60072799,60071142
67727,60013170,60013774
67728,60017389,60017482
67730,60033469,60035519
67731,60038293,60041146
67732,60054948,60055029
67733,60055797,60055804
67735,60039449,60049010
67736,60070573,60071767
67737,60050433,60054833
67738,60026246,60026227
67739,60022747,60026554
67740,60027974,60029643
67741,60032739,60033266
67742,60033632,60035200
67743,60033626,60038767
67744,60045303,60045312
67745,60029803,60050517
67746,60056897,60062069
67748,60036381,60038406
67749,60043984,60050191
67750,60048595,60050516
67751,60052653,60052663
67754,60045994,60026738
67755,60065273,60065315
67757,60033134,60034475
67758,60044368,60044949
67759,60046831,60046832
67760,60051809,60051820
67761,60052531,60058184
67764,60036383,60036431
67765,60038345,60038358
67766,60041054,60041055
67767,60024352,60041255
67768,60052534,60054495
67769,60055088,60055649
67770,60015378,60056052
67771,60057363,60061390
67773,60045838,60048449
67774,60056832,60059382
67775,60072461,60074481
67777,60048939,60049003
67779,60057730,60069160
67780,60025574,60025573
67782,60033478,60033482
67783,60058884,60063349
67784,60035181,60070921
67785,60055261,60075586
67787,60032913,60035442
67788,60058948,60066415
67790,60027246,60034921
67791,60033043,60056307
67792,60042080,60056713
67793,60057830,60057972
67794,60057637,60063293
67797,60012877,60012880
67798,60030204,60031852
67799,60075182,60076137
67803,60027910,60027914
67805,60028150,60030632
67806,60037350,60055469
67807,60061025,60065557
67808,60068254,60069506
67813,60022264,60031980
67814,60031947,60032157
67815,60047695,60048361
67816,60057664,60057685
67817,60022359,60065879
67818,60059832,60075523
67822,60020688,60026538
67823,60040547,60044014
67824,60038342,60049389
67825,60065646,60065663
67828,60022609,60023086
67829,60028061,60034016
67830,60055834,60058355
67831,60033144,60035350
67832,60040177,60040196
67833,60043318,60043319
67834,60042296,60051615
67835,60049856,60061848
67836,60015714,60018585
67837,60052534,60056348
67839,60038499,60046091
67840,60047428,60047983
67841,60069994,60074140
67842,60075074,60075078
67844,60020832,60020837
67845,60006562,60029167
67846,60046627,60052806
67847,60068984,60068919
67851,60024166,60025838
67852,60058298,60058319
67856,60067249,60072234
67857,60059146,60073672
67858,60057049,60074280
67859,60057302,60057303
67860,60059853,60059855
67862,60024552,60025134
67863,60024335,60026083
67864,60056830,60062981
67868,60022306,60024070
67869,60029715,60033638
67870,60043907,60044006
67871,60044091,60044151
67872,60051391,60051968
67873,60069994,60071789
67874,60069367,60073772
67878,60046002,60047463
67880,60047638,60050065
67881,60005897,60006559
67883,60016978,60017033
67885,60033989,60033988
67886,60006744,60008821
67887,60040116,60064451
67890,60038128,60041408
67891,60059502,60061269
67892,60057288,60073703
67895,60030120,60030301
67896,60043901,60046280
67897,60059132,60062607
67902,60041240,60048522
67906,60035438,60035498
67907,60041745,60041747
67908,60047896,60048543
67909,60039500,60049440
67910,60047713,60062550
67911,60053458,60054800
67913,60030543,60031351
67914,60055667,60006757
67916,60024352,60038057
67917,60041110,60042565
67918,60046931,60047832
67919,60058922,60061693
67920,60066694,60069869
67921,60071312,60071194
67923,60012676,60017957
67925,60032344,60066298
67926,60075254,60075177
67930,60038689,60051641
67931,60056158,60056161
67932,60058460,60058461
67933,60060164,60062869
67934,60032818,60075516
67937,60012550,60014655
67938,60030052,60030854
67939,60045009,60046943
67940,60039967,60047213
67941,60045014,60048403
67942,60055501,60061640
67943,60060268,60065347
67945,60012104,60012124
67946,60014236,60014249
67948,60032236,60032235
67949,60038304,60039703
67950,60032246,60041281
67951,60051142,60053461
67956,60031491,60031494
67957,60031457,60033818
67958,60039704,60043615
67959,60065634,60065753
67960,60073089,60071057
67961,60033101,60044964
67962,60058013,60060813
67963,60057529,60062098
67964,60075211,60075689
67965,60068601,60068625
67968,60027069,60041662
67971,60026777,60045372
67972,60041586,60049268
67973,60043103,60049600
67974,60051773,60052041
67975,60054979,60065164
67978,60056386,60066502
67979,60032705,60073202
67980,60051456,60056871
67981,60057637,60066468
67983,60038144,60038182
67984,60059224,60061719
67985,60057110,60065228
67987,60031223,60035551
67988,60040748,60045588
67989,60041984,60046337
67990,60021626,60024486
67992,60056289,60061884
67994,60021983,60023826
67995,60029710,60029720
67996,60041662,60045376
67997,60047967,60048148
67998,60068994,60073239
68000,60022199,60033430
68001,60045837,60054040
68002,60054127,60055322
68003,60022359,60068530
68006,60041262,60053252
68007,60055932,60055934
68008,60052638,60062927
68013,60031374,60031380
68014,60034448,60037315
68015,60038352,60039700
68016,60040538,60048685
68017,60029696,60053216
68018,60040264,60043307
68019,60041972,60044411
68020,60057846,60058582
68023,60002333,60002679
68024,60015776,60016571
68026,60027277,60035555
68027,60036425,60040035
68028,60040291,60041152
68029,60045379,60048002
68030,60023595,60063775
68032,60014126,60016312
68033,60025091,60025094
68034,60030823,60030886
68035,60029944,60034209
68036,60028818,60034272
68037,60034056,60038528
68038,60056994,60057534
68039,60028814,60064369
68040,60069173,60069167
68042,60026695,60027485
68043,60022842,60034412
68044,60042204,60046667
68046,60060142,60060203
68047,60024252,60062146
68050,60036063,60036121
68051,60057792,60058181
68053,60028609,60036802
68054,60029413,60055373
68055,60067706,60067753
68056,60040745,60070275
68057,60054782,60073761
68058,60023772,60023819
68059,60041407,60041939
68060,60027033,60043735
68062,60024861,60025352
68063,60036384,60037969
68064,60055231,60065424
68065,60048568,60066325
68070,60047682,60053679
68071,60012039,60047403
68072,60030655,60051983
68073,60027704,60027707
68074,60029261,60032335
68075,60031457,60037114
68076,60030668,60040081
68077,60046249,60048231
68078,60014549,60056281
68079,60060167,60064540
68080,60050740,60065867
68081,60067390,60067397
68083,60040750,60025481
68085,60028825,60031687
68086,60046092,60046093
68087,60038918,60053931
68088,60047183,60047184
68089,60047136,60048036
68090,60055497,60055929
68091,60059714,60059726
68092,60058035,60061973
68094,60029665,60030334
68095,60025032,60044170
68096,60056862,60060685
68099,60011630,60013086
68100,60039163,60042315
68101,60070033,60069863
68102,60015468,60023482
68105,60031632,60035171
68106,60017232,60035196
68107,60032647,60039568
68108,60069291,60070832
68113,60053047,60053049
68114,60059148,60073626
68115,60028404,60027782
68116,60038417,60039687
68117,60041278,60044934
68118,60052086,60052088
68119,60061400,60067258
68120,60059557,60070584
68122,60025032,60044169
68123,60051313,60057446
68124,60009289,60009764
68125,60016549,60016556
68126,60014908,60017408
68127,60035194,60035466
68128,60024166,60043360
68131,60028393,60028399
68132,60036238,60053234
68133,60056770,60068061
68134,60005140,60005141
68135,60038394,60039210
68136,60012689,60061405
68137,60041071,60065207
68138,60065151,60065644
68140,60027582,60036590
68142,60041146,60042713
68146,60022467,60024485
68147,60024558,60024587
68148,60036556,60037433
68149,60048335,60050885
68151,60035352,60035354
68152,60048873,60049093
68153,60037529,60040958
68154,60044245,60044263
68155,60031115,60031118
68156,60048402,60032651
68157,60031708,60034156
68159,60021803,60023270
68160,60056310,60064148
68161,60074822,60075013
68162,60024197,60036414
68163,60037915,60041328
68164,60027543,60041927
68166,60020896,60022920
68167,60023299,60024947
68168,60024540,60025067
68169,60027762,60027785
68170,60042117,60043946
68171,60033190,60052255
68172,60063273,60069000
68176,60012426,60017964
68177,60026561,60026598
68178,60041535,60044148
68179,60038886,60046241
68180,60046031,60050923
68181,60067660,60068157
68184,60022657,60022669
68186,60000387,60033398
68187,60074055,60074043
68188,60006499,60015237
68190,60029195,60030758
68191,60033594,60049129
68192,60046031,60050777
68193,60057350,60057660
68194,60055172,60055176
68195,60059612,60059716
68196,60055274,60061068
68197,60058376,60063690
68198,60073196,60073140
68199,60074138,60075152
68201,60030544,60030567
68202,60031242,60031473
68203,60042414,60050289
68204,60044953,60045910
68205,60052090,60056403
68206,60058299,60059759
68208,60023327,60025934
68209,60041793,60044493
68210,60038836,60051602
68216,60034704,60037347
68217,60038444,60039869
68218,60040249,60062021
68219,60017451,60017450
68220,60058031,60058267
68223,60015471,60016434
68224,60030456,60036721
68225,60051347,60051575
68226,60053048,60054300
68227,60053074,60061654
68228,60027086,60066228
68229,60054893,60070346
68232,60023130,60034486
68234,60016289,60071976
68235,60037915,60022693
68236,60025554,60025482
68237,60026718,60027089
68238,60041994,60046555
68239,60009913,60010388
68241,60026277,60027052
68242,60031010,60036822
68245,60010557,60010974
68246,60023149,60024551
68248,60048335,60061970
68249,60059795,60062408
68250,60068150,60072205
68252,60022547,60025298
68253,60033978,60026212
68255,60035024,60035166
68256,60029696,60052465
68257,60046238,60056721
68258,60024145,60073077
68259,60043330,60046097
68260,60037598,60046548
68261,60051731,60064271
68263,60026116,60026460
68264,60023139,60031732
68265,60036385,60038207
68266,60033038,60038578
68267,60019755,60044714
68268,60041545,60054795
68270,60013391,60013213
68272,60039604,60039605
68273,60041662,60063624
68277,60041344,60041367
68278,60038392,60046642
68280,60027737,60030707
68281,60066968,60066971
68283,60055935,60065421
68286,60028610,60028615
68287,60028986,60031136
68289,60040941,60041759
68290,60065582,60065606
68291,60023830,60069253
68292,60069059,60073790
68293,60039801,60040749
68295,60057560,60066617
68297,60018859,60018866
68298,60028297,60028333
68299,60054501,60055641
68301,60040257,60042904
68305,60030456,60036719
68306,60049763,60051635
68307,60067119,60067126
68308,60026707,60035962
68311,60028654,60035465
68312,60038032,60038033
68313,60049404,60052426
68314,60056988,60058369
68315,60042509,60063539
68316,60055966,60065700
68317,60074050,60075200
68318,60075614,60075865
68319,60023285,60023304
68320,60033292,60027995
68321,60020630,60038115
68322,60042422,60050143
68323,60058994,60062315
68324,60055496,60064961
68325,60068160,60068406
68328,60033161,60035390
68329,60037489,60037494
68330,60041781,60042646
68332,60062477,60074370
68335,60008435,60011559
68336,60035928,60036182
68337,60059114,60061689
68338,60068840,60070021
68341,60038662,60043591
68342,60059110,60064586
68343,60067496,60070876
68344,60055929,60072880
68346,60012819,60012807
68347,60016453,60017156
68348,60024942,60026189
68349,60023948,60026924
68350,60031837,60035490
68351,60033637,60041577
68352,60059081,60059109
68353,60069291,60071839
68355,60031757,60037162
68356,60033451,60037564
68357,60038144,60038176
68358,60041038,60044377
68359,60032014,60046148
68360,60044863,60061111
68361,60043986,60062002
68362,60051731,60064267
