,AGENT NO,PY2,RYC,%Bonus,Bonus RYC
2253,60057391,0.0,,0.0,
2254,60057392,0.0,,0.0,
2255,60057393,0.0,,0.0,
2256,60057400,1.0,,0.5,
2257,60057405,0.0437,,0.0,
2258,60057407,0.0,,0.0,
2259,60057424,1.0,,0.5,
2260,60057427,1.0,,0.5,
2261,60057442,0.5642,,0.0,
2262,60057443,0.4391,,0.0,
2263,60057458,0.0,,0.0,
2264,60057463,0.0,,0.0,
2265,60057465,0.0,,0.0,
2266,60057466,0.0,,0.0,
2267,60057467,0.0317,,0.0,
2268,60057468,0.0,,0.0,
2269,60057473,0.0,,0.0,
2270,60057478,0.0,,0.0,
2271,60057479,0.0,,0.0,
2272,60057480,0.0,,0.0,
2273,60057481,0.0,,0.0,
2274,60057486,0.0,,0.0,
2275,60057489,0.0,,0.0,
2276,60057495,0.0,,0.0,
2277,60057497,0.0,,0.0,
2278,60057508,0.0,,0.0,
2279,60057516,1.0,,0.5,
2280,60057520,0.0949,,0.0,
2281,60057526,0.0,,0.0,
2282,60057529,0.0,,0.0,
2283,60057532,1.0,,0.5,
2284,60057534,1.0,,0.5,
2285,60057537,1.0,,0.5,
2286,60057547,0.5021,,0.0,
2287,60057564,0.9933,,0.5,
2288,60057565,0.0512,,0.0,
2289,60057567,0.0,,0.0,
2290,60057574,1.0,,0.5,
2291,60057575,1.0,,0.5,
2292,60057576,0.689,462000.0,0.0,0.0
2293,60057580,0.0,,0.0,
2294,60057592,0.0,,0.0,
2295,60057593,0.0,,0.0,
2296,60057594,0.0,,0.0,
2297,60057596,0.0,,0.0,
2298,60057598,0.0,,0.0,
2299,60057600,1.0,,0.5,
2300,60057602,0.188,,0.0,
2301,60057609,0.0,,0.0,
2302,60057610,0.4027,,0.0,
2303,60057615,0.0,,0.0,
2304,60057617,0.0,,0.0,
2305,60057619,0.0,,0.0,
2306,60057620,0.0,,0.0,
2307,60057625,0.0,,0.0,
2308,60057626,0.0,,0.0,
2309,60057627,0.0,,0.0,
2310,60057628,0.0,,0.0,
2311,60057635,0.5138,1554000.0,0.0,0.0
2312,60057636,1.0,,0.5,
2313,60057639,0.0,,0.0,
2314,60057641,0.4579,,0.0,
2315,60057644,0.061,,0.0,
2316,60057645,1.0,,0.5,
2317,60057648,0.5867,2351000.0,0.0,0.0
2318,60057649,0.3394,3378000.0,0.0,0.0
2319,60057659,0.0,,0.0,
2320,60057661,0.0,,0.0,
2321,60057662,0.0,,0.0,
2322,60057664,0.0,,0.0,
2323,60057676,1.0,,0.5,
2324,60057682,0.0,,0.0,
2325,60057685,0.3477,,0.0,
2326,60057686,0.0,,0.0,
2327,60057688,0.3848,,0.0,
2328,60057702,0.6471,,0.0,
2329,60057705,0.1126,,0.0,
2330,60057708,0.0,,0.0,
2331,60057712,0.0,,0.0,
2332,60057714,0.0,,0.0,
2333,60057722,0.0,,0.0,
2334,60057723,0.0,,0.0,
2335,60057724,0.0,,0.0,
2336,60057725,0.0,,0.0,
2337,60057727,1.0,,0.5,
2338,60057730,0.2422,,0.0,
2339,60057731,0.0,,0.0,
2340,60057732,0.0,,0.0,
2341,60057734,0.0,,0.0,
2342,60057735,0.0,,0.0,
2343,60057737,0.0,,0.0,
2344,60057744,1.0,,0.5,
2345,60057747,0.0,,0.0,
2346,60057757,0.0,,0.0,
2347,60057760,0.0,,0.0,
2348,60057761,0.0,,0.0,
2349,60057762,0.0,,0.0,
2350,60057764,0.0,,0.0,
2351,60057766,0.1247,,0.0,
2352,60057768,0.0,,0.0,
2353,60057769,0.0,,0.0,
2354,60057772,0.0,,0.0,
2355,60057773,0.1125,,0.0,
2356,60057781,1.0,,0.5,
2357,60057782,0.1189,,0.0,
2358,60057783,0.0,,0.0,
2359,60057788,0.0,,0.0,
2360,60057789,0.0,,0.0,
2361,60057794,0.5269,719000.0,0.0,0.0
2362,60057799,1.0,,0.5,
2363,60057807,1.0,,0.5,
2364,60057810,1.0,,0.5,
2365,60057814,0.0,,0.0,
2366,60057815,0.0,,0.0,
2367,60057817,0.0,,0.0,
2368,60057819,0.0,,0.0,
2369,60057824,0.0,,0.0,
2370,60057831,0.6943,,0.0,
2371,60057834,0.236,844000.0,0.0,0.0
2372,60057835,0.5018,,0.0,
2373,60057840,0.4566,,0.0,
2374,60057842,1.0,,0.5,
2375,60057844,1.0,,0.5,
2376,60057852,0.5531,,0.0,
2377,60057860,0.4319,,0.0,
2378,60057861,1.0,,0.5,
2379,60057864,0.0,,0.0,
2380,60057865,0.0,,0.0,
2381,60057866,0.0,,0.0,
2382,60057867,0.0,,0.0,
2383,60057878,0.0,,0.0,
2384,60057883,0.0,,0.0,
2385,60057885,0.0,,0.0,
2386,60057888,0.0,,0.0,
2387,60057890,0.1597,,0.0,
2388,60057893,0.1093,,0.0,
2389,60057900,1.0,,0.5,
2390,60057906,0.0,,0.0,
2391,60057907,0.7519,,0.3,
2392,60057909,0.0,,0.0,
2393,60057914,0.5671,,0.0,
2394,60057915,0.5026,,0.0,
2395,60057916,0.0,,0.0,
2396,60057918,0.0,,0.0,
2397,60057925,0.5616,,0.0,
2398,60057927,0.6743,,0.0,
2399,60057930,1.0,1043000.0,0.5,521500.0
2400,60057945,0.0,,0.0,
2401,60057946,0.0,,0.0,
2402,60057947,1.0,,0.5,
2403,60057948,1.0,,0.5,
2404,60057950,0.4719,,0.0,
2405,60057960,0.0,,0.0,
2406,60057963,0.0,,0.0,
2407,60057974,0.0,,0.0,
2408,60057975,0.0,,0.0,
2409,60057976,0.0,,0.0,
2410,60057977,0.3193,,0.0,
2411,60057983,0.0,,0.0,
2412,60057986,0.0,,0.0,
2413,60057990,0.0,,0.0,
2414,60057991,0.0,,0.0,
2415,60057993,0.0,,0.0,
2416,60057995,0.0,,0.0,
2417,60057999,0.0,,0.0,
2418,60058001,0.0,,0.0,
2419,60058006,0.0,,0.0,
2420,60058007,1.0,,0.5,
2421,60058010,0.0,,0.0,
2422,60058011,0.0,,0.0,
2423,60058013,0.0797,,0.0,
2424,60058014,1.0,,0.5,
2425,60058017,0.5259,,0.0,
2426,60058018,1.0,,0.5,
2427,60058019,0.5531,,0.0,
2428,60058022,0.0,,0.0,
2429,60058032,0.0,,0.0,
2430,60058033,0.4918,,0.0,
2431,60058034,0.0,,0.0,
2432,60058036,0.0,,0.0,
2433,60058039,0.0,,0.0,
2434,60058040,0.0,,0.0,
2435,60058047,0.0,,0.0,
2436,60058051,0.0,,0.0,
2437,60058052,0.0,,0.0,
2438,60058055,1.0,,0.5,
2439,60058060,0.0883,,0.0,
2440,60058061,0.8127,,0.35,
2441,60058064,0.0,,0.0,
2442,60058065,0.0,,0.0,
2443,60058067,1.0,,0.5,
2444,60058069,0.2525,,0.0,
2445,60058085,0.0,,0.0,
2446,60058086,0.0,,0.0,
2447,60058093,0.0,,0.0,
2448,60058094,0.0,,0.0,
2449,60058103,1.0,,0.5,
2450,60058104,0.3668,,0.0,
2451,60058106,1.0,579000.0,0.5,289500.0
2452,60058126,0.0,,0.0,
2453,60058128,0.0,,0.0,
2454,60058129,0.0855,,0.0,
2455,60058132,0.0,,0.0,
2456,60058133,0.4504,,0.0,
2457,60058135,0.7814,203000.0,0.3,60900.0
2458,60058138,0.0424,,0.0,
2459,60058151,0.0,,0.0,
2460,60058153,0.0,,0.0,
2461,60058154,0.0,,0.0,
2462,60058157,0.0,,0.0,
2463,60058162,0.0,,0.0,
2464,60058167,0.6349,,0.0,
2465,60058173,0.0,,0.0,
2466,60058176,0.0,,0.0,
2467,60058179,1.0,,0.5,
2468,60058185,1.0,,0.5,
2469,60058187,1.0,,0.5,
2470,60058188,0.0,,0.0,
2471,60058189,0.0,,0.0,
2472,60058194,1.0,,0.5,
2473,60058199,0.0,,0.0,
2474,60058203,0.5031,,0.0,
2475,60058205,0.0,,0.0,
2476,60058212,0.0,,0.0,
2477,60058226,0.0,,0.0,
2478,60058239,0.0,,0.0,
2479,60058240,0.0,,0.0,
2480,60058241,1.0,,0.5,
2481,60058245,0.0,,0.0,
2482,60058251,0.5584,,0.0,
2483,60058252,1.0,,0.5,
2484,60058261,0.0,,0.0,
2485,60058262,0.0,,0.0,
2486,60058263,0.0,,0.0,
2487,60058266,0.0,,0.0,
2488,60058267,0.0,,0.0,
2489,60058268,0.499,,0.0,
2490,60058271,0.2135,,0.0,
2491,60058284,1.0,,0.5,
2492,60058292,0.0,,0.0,
2493,60058297,1.0,2355000.0,0.5,1177500.0
2494,60058298,0.0,,0.0,
2495,60058300,0.2774,,0.0,
2496,60058305,0.0,,0.0,
2497,60058306,0.4419,,0.0,
2498,60058309,0.0,,0.0,
2499,60058310,0.4536,,0.0,
2500,60058312,1.0,,0.5,
2501,60058315,0.0,,0.0,
2502,60058322,1.0,,0.5,
2503,60058334,0.0,,0.0,
2504,60058335,0.0,,0.0,
2505,60058350,0.35,,0.0,
2506,60058351,0.0,,0.0,
2507,60058352,0.0,,0.0,
2508,60058353,0.0,,0.0,
2509,60058354,0.0,,0.0,
2510,60058365,0.0,,0.0,
2511,60058366,0.0,,0.0,
2512,60058369,0.6442,,0.0,
2513,60058370,0.0,,0.0,
2514,60058371,0.2412,,0.0,
2515,60058382,0.0,,0.0,
2516,60058383,0.0,,0.0,
2517,60058386,0.1789,,0.0,
2518,60058387,1.0,,0.5,
2519,60058388,0.0,,0.0,
2520,60058389,0.0,,0.0,
2521,60058390,0.5314,,0.0,
2522,60058393,0.0,,0.0,
2523,60058399,0.0,,0.0,
2524,60058404,0.0,,0.0,
2525,60058407,1.0,,0.5,
2526,60058426,0.0,,0.0,
2527,60058427,1.0,,0.5,
2528,60058429,0.9141,,0.5,
2529,60058434,0.7377,,0.3,
2530,60058436,0.4683,,0.0,
2531,60058438,1.0,,0.5,
2532,60058441,0.503,,0.0,
2533,60058446,0.0,,0.0,
2534,60058447,0.6798,1212000.0,0.0,0.0
2535,60058465,1.0,,0.5,
2536,60058468,0.0,,0.0,
2537,60058469,0.0,,0.0,
2538,60058473,0.0,,0.0,
2539,60058477,0.0,,0.0,
2540,60058482,0.0,,0.0,
2541,60058485,0.0,,0.0,
2542,60058491,0.0,,0.0,
2543,60058495,0.5293,1528000.0,0.0,0.0
2544,60058530,0.0,,0.0,
2545,60058538,0.0,,0.0,
2546,60058541,0.0,,0.0,
2547,60058545,0.0,,0.0,
2548,60058547,0.0,,0.0,
2549,60058550,0.0,,0.0,
2550,60058551,0.5825,,0.0,
2551,60058552,0.6994,687000.0,0.0,0.0
2552,60058558,0.0,,0.0,
2553,60058573,0.0,,0.0,
2554,60058593,0.3115,,0.0,
2555,60058600,0.0518,980000.0,0.0,0.0
2556,60058609,0.0,,0.0,
2557,60058620,0.0,,0.0,
2558,60058621,0.0,,0.0,
2559,60058630,0.34,,0.0,
2560,60058631,0.727,,0.3,
2561,60058639,0.0,,0.0,
2562,60058654,0.0,,0.0,
2563,60058656,0.0,,0.0,
2564,60058660,0.0,,0.0,
2565,60058668,0.0,,0.0,
2566,60058671,0.0,,0.0,
2567,60058684,0.0,,0.0,
2568,60058687,0.0,,0.0,
2569,60058689,1.0,,0.5,
2570,60058691,0.0,,0.0,
2571,60058692,0.0,,0.0,
2572,60058693,1.0,,0.5,
2573,60058698,0.265,,0.0,
2574,60058717,0.0,,0.0,
2575,60058718,0.0,,0.0,
2576,60058726,0.0,,0.0,
2577,60058727,0.0,,0.0,
2578,60058729,0.0,,0.0,
2579,60058730,0.6005,,0.0,
2580,60058734,0.0,,0.0,
2581,60058735,0.0,,0.0,
2582,60058737,0.0,,0.0,
2583,60058738,0.0,,0.0,
2584,60058739,0.0,,0.0,
2585,60058744,0.0,,0.0,
2586,60058745,0.0,,0.0,
2587,60058746,0.0,,0.0,
2588,60058747,0.0,,0.0,
2589,60058748,0.0,,0.0,
2590,60058751,0.0,,0.0,
2591,60058754,0.4037,,0.0,
2592,60058757,0.0,,0.0,
2593,60058766,0.0,,0.0,
2594,60058775,0.0,,0.0,
2595,60058780,0.5029,,0.0,
2596,60058786,0.0,,0.0,
2597,60058787,0.0,,0.0,
2598,60058788,0.0,,0.0,
2599,60058799,0.0,,0.0,
2600,60058827,0.7892,,0.3,
2601,60058833,0.0,,0.0,
2602,60058835,0.0,,0.0,
2603,60058836,0.0,,0.0,
2604,60058843,0.471,1500000.0,0.0,0.0
2605,60058846,1.0,,0.5,
2606,60058849,0.0,,0.0,
2607,60058851,0.0,,0.0,
2608,60058852,0.4534,,0.0,
2609,60058853,0.0,,0.0,
2610,60058860,0.0,,0.0,
2611,60058871,0.3614,,0.0,
2612,60058873,0.8511,461000.0,0.35,161350.0
2613,60058875,0.0,,0.0,
2614,60058877,0.0,,0.0,
2615,60058879,0.0,,0.0,
2616,60058881,0.0,,0.0,
2617,60058884,0.0,,0.0,
2618,60058885,0.0,,0.0,
2619,60058895,0.0,,0.0,
2620,60058901,0.0,,0.0,
2621,60058916,0.0,,0.0,
2622,60058921,0.0,,0.0,
2623,60058922,0.7222,,0.3,
2624,60058925,0.6562,,0.0,
2625,60058929,0.7984,,0.3,
2626,60058933,0.1239,,0.0,
2627,60058940,0.0,,0.0,
2628,60058956,0.0,,0.0,
2629,60058960,0.0,,0.0,
2630,60058961,1.0,,0.5,
2631,60058964,0.0,,0.0,
2632,60058965,0.0,,0.0,
2633,60058967,0.0,,0.0,
2634,60058973,0.0,,0.0,
2635,60058984,0.0,,0.0,
2636,60058985,0.5024,,0.0,
2637,60058989,0.0,,0.0,
2638,60058990,0.0,,0.0,
2639,60058993,0.0,,0.0,
2640,60059002,0.0,,0.0,
2641,60059003,0.0371,,0.0,
2642,60059004,0.0,,0.0,
2643,60059020,0.0,,0.0,
2644,60059024,1.0,,0.5,
2645,60059033,0.609,349000.0,0.0,0.0
2646,60059039,0.0,,0.0,
2647,60059049,0.0,,0.0,
2648,60059054,0.2938,,0.0,
2649,60059060,0.0,,0.0,
2650,60059070,0.0,,0.0,
2651,60059082,0.0,,0.0,
2652,60059094,0.0,,0.0,
2653,60059095,0.0,,0.0,
2654,60059101,0.8745,,0.35,
2655,60059105,0.5268,,0.0,
2656,60059107,0.0,,0.0,
2657,60059109,0.0,,0.0,
2658,60059110,1.0,,0.5,
2659,60059111,0.2217,,0.0,
2660,60059116,0.4955,,0.0,
2661,60059125,1.0,,0.5,
2662,60059128,0.0,,0.0,
2663,60059129,0.0,,0.0,
2664,60059130,0.0,,0.0,
2665,60059132,0.1007,,0.0,
2666,60059136,0.0,,0.0,
2667,60059138,0.0,,0.0,
2668,60059139,0.0,,0.0,
2669,60059141,1.0,,0.5,
2670,60059143,1.0,,0.5,
2671,60059144,0.0,,0.0,
2672,60059145,0.0,,0.0,
2673,60059146,0.0477,,0.0,
2674,60059147,0.0,,0.0,
2675,60059148,0.0,,0.0,
2676,60059149,0.0,,0.0,
2677,60059152,0.0,,0.0,
2678,60059153,0.176,,0.0,
2679,60059154,0.0,,0.0,
2680,60059155,0.0,,0.0,
2681,60059157,0.0,,0.0,
2682,60059161,0.0,,0.0,
2683,60059165,0.4332,,0.0,
2684,60059166,0.0,,0.0,
2685,60059167,0.0,,0.0,
2686,60059170,0.4142,,0.0,
2687,60059174,0.0,,0.0,
2688,60059176,0.5603,,0.0,
2689,60059177,1.0,,0.5,
2690,60059178,0.0,,0.0,
2691,60059179,0.2506,,0.0,
2692,60059180,0.0,,0.0,
2693,60059191,0.0,,0.0,
2694,60059192,0.0,,0.0,
2695,60059193,0.0,,0.0,
2696,60059194,0.0,,0.0,
2697,60059200,0.6229,,0.0,
2698,60059202,0.0,,0.0,
2699,60059204,0.0,,0.0,
2700,60059206,0.0,,0.0,
2701,60059217,0.0,,0.0,
2702,60059218,1.0,,0.5,
2703,60059220,0.0,,0.0,
2704,60059228,0.0,1567000.0,0.0,0.0
2705,60059229,0.0,,0.0,
2706,60059231,1.0,,0.5,
2707,60059239,0.1609,524000.0,0.0,0.0
2708,60059243,0.5707,1106000.0,0.0,0.0
2709,60059244,1.0,,0.5,
2710,60059250,1.0,,0.5,
2711,60059252,0.0,,0.0,
2712,60059253,1.0,,0.5,
2713,60059254,0.9129,,0.5,
2714,60059259,0.9116,,0.5,
2715,60059265,1.0,,0.5,
2716,60059278,1.0,,0.5,
2717,60059279,0.5011,,0.0,
2718,60059282,0.5628,,0.0,
2719,60059283,0.0,1404000.0,0.0,0.0
2720,60059286,0.0,,0.0,
2721,60059287,1.0,,0.5,
2722,60059289,0.0,,0.0,
2723,60059290,0.0,,0.0,
2724,60059291,0.7327,,0.3,
2725,60059295,0.4248,,0.0,
2726,60059296,0.0,0.0,0.0,0.0
2727,60059297,0.0,,0.0,
2728,60059299,0.0,,0.0,
2729,60059307,0.2987,,0.0,
2730,60059308,0.0,,0.0,
2731,60059310,0.0,,0.0,
2732,60059311,0.0,,0.0,
2733,60059313,0.0,,0.0,
2734,60059314,0.0,,0.0,
2735,60059316,1.0,,0.5,
2736,60059317,0.0,,0.0,
2737,60059318,1.0,,0.5,
2738,60059324,0.0,,0.0,
2739,60059325,0.0,,0.0,
2740,60059326,0.0,,0.0,
2741,60059327,0.493,,0.0,
2742,60059332,0.0,,0.0,
2743,60059335,0.0,,0.0,
2744,60059339,0.0,,0.0,
2745,60059342,0.0,,0.0,
2746,60059347,0.6002,,0.0,
2747,60059349,0.0,,0.0,
2748,60059352,0.0,,0.0,
2749,60059355,0.6971,7081000.0,0.0,0.0
2750,60059361,0.0,,0.0,
2751,60059379,0.0,,0.0,
2752,60059383,0.0,,0.0,
2753,60059396,0.0,,0.0,
2754,60059400,0.2573,,0.0,
2755,60059404,0.1117,,0.0,
2756,60059405,0.0,,0.0,
2757,60059409,0.0,,0.0,
2758,60059442,0.0,,0.0,
2759,60059461,0.374,,0.0,
2760,60059464,0.0,,0.0,
2761,60059466,0.0,,0.0,
2762,60059467,0.0,,0.0,
2763,60059474,0.0,,0.0,
2764,60059476,0.0,,0.0,
2765,60059478,1.0,,0.5,
2766,60059479,0.0,,0.0,
2767,60059487,0.0,,0.0,
2768,60059502,1.0,,0.5,
2769,60059511,0.0275,,0.0,
2770,60059516,0.0,,0.0,
2771,60059547,0.0,,0.0,
2772,60059548,0.0,,0.0,
2773,60059552,1.0,,0.5,
2774,60059553,0.0,,0.0,
2775,60059555,1.0,,0.5,
2776,60059557,0.0,,0.0,
2777,60059576,0.0,,0.0,
2778,60059580,0.0,,0.0,
2779,60059583,0.0,1224000.0,0.0,0.0
2780,60059584,0.0,,0.0,
2781,60059587,0.0,,0.0,
2782,60059588,0.0,,0.0,
2783,60059589,0.0,,0.0,
2784,60059608,0.5021,,0.0,
2785,60059610,0.0,,0.0,
2786,60059612,0.0,,0.0,
2787,60059613,1.0,,0.5,
2788,60059617,0.1594,1600000.0,0.0,0.0
2789,60059642,0.0,,0.0,
2790,60059660,0.3168,1347000.0,0.0,0.0
2791,60059661,0.0,,0.0,
2792,60059664,0.0,,0.0,
2793,60059665,0.2704,,0.0,
2794,60059668,0.0,,0.0,
2795,60059670,0.0,,0.0,
2796,60059672,0.0,,0.0,
2797,60059677,0.0,,0.0,
2798,60059694,0.0,,0.0,
2799,60059696,1.0,,0.5,
2800,60059704,0.0,,0.0,
2801,60059705,0.0,,0.0,
2802,60059706,0.0,,0.0,
2803,60059709,0.0,,0.0,
2804,60059716,0.0,,0.0,
2805,60059720,0.0,,0.0,
2806,60059722,0.0,,0.0,
2807,60059723,0.0,,0.0,
2808,60059724,0.0,,0.0,
2809,60059725,0.0,,0.0,
2810,60059726,0.0,,0.0,
2811,60059727,0.0,,0.0,
2812,60059741,0.0,,0.0,
2813,60059744,0.0,,0.0,
2814,60059747,0.0,,0.0,
2815,60059756,1.0,,0.5,
2816,60059758,0.5351,,0.0,
2817,60059759,1.0,,0.5,
2818,60059760,0.0,,0.0,
2819,60059762,1.0,,0.5,
2820,60059765,0.0,,0.0,
2821,60059767,1.0,,0.5,
2822,60059768,1.0,,0.5,
2823,60059769,0.5013,681000.0,0.0,0.0
2824,60059776,0.0,,0.0,
2825,60059782,1.0,,0.5,
2826,60059783,0.1717,,0.0,
2827,60059788,0.0,,0.0,
2828,60059792,0.7769,,0.3,
2829,60059796,0.0,,0.0,
2830,60059801,1.0,,0.5,
2831,60059802,0.1671,,0.0,
2832,60059809,0.1464,,0.0,
2833,60059816,0.0,,0.0,
2834,60059818,0.0,,0.0,
2835,60059821,0.0,,0.0,
2836,60059823,0.493,,0.0,
2837,60059825,0.0,,0.0,
2838,60059827,1.0,,0.5,
2839,60059854,1.0,,0.5,
2840,60059870,1.0,,0.5,
2841,60059883,0.2297,,0.0,
2842,60059919,0.0,,0.0,
2843,60059920,0.0,,0.0,
2844,60059921,0.0,,0.0,
2845,60059922,1.0,,0.5,
2846,60059923,1.0,,0.5,
2847,60059928,0.5129,,0.0,
2848,60059934,0.0,,0.0,
2849,60059935,0.0,,0.0,
2850,60059940,0.084,,0.0,
2851,60059944,0.0,,0.0,
2852,60059952,0.2555,,0.0,
2853,60059954,0.0,,0.0,
2854,60059956,0.0,,0.0,
2855,60059957,0.0,,0.0,
2856,60059960,0.0,,0.0,
2857,60059967,0.0,,0.0,
2858,60059968,0.0,,0.0,
2859,60059971,0.0,,0.0,
2860,60059972,0.0,,0.0,
2861,60059974,0.026,,0.0,
2862,60059976,0.1547,,0.0,
2863,60059980,1.0,,0.5,
2864,60059981,0.0,,0.0,
2865,60059982,0.0,,0.0,
2866,60059988,0.0,,0.0,
2867,60059992,0.207,1452000.0,0.0,0.0
2868,60059995,0.7694,,0.3,
2869,60059996,0.8779,,0.35,
2870,60060000,0.0,,0.0,
2871,60060009,0.0,,0.0,
2872,60060013,0.0,,0.0,
2873,60060014,0.0,,0.0,
2874,60060036,0.0,,0.0,
2875,60060037,0.0,,0.0,
2876,60060051,0.0,,0.0,
2877,60060053,1.0,,0.5,
2878,60060058,0.0,,0.0,
2879,60060060,0.0,,0.0,
2880,60060061,1.0,,0.5,
2881,60060062,0.4975,,0.0,
2882,60060112,0.0,,0.0,
2883,60060114,1.0,,0.5,
2884,60060130,0.0,,0.0,
2885,60060135,1.0,,0.5,
2886,60060138,0.3887,,0.0,
2887,60060140,0.0,,0.0,
2888,60060144,0.0,,0.0,
2889,60060145,0.0,,0.0,
2890,60060147,0.0,,0.0,
2891,60060148,0.0,,0.0,
2892,60060154,0.0,,0.0,
2893,60060164,0.7278,,0.3,
2894,60060167,0.188,3502000.0,0.0,0.0
2895,60060196,0.0,,0.0,
2896,60060200,0.0,,0.0,
2897,60060222,0.0,,0.0,
2898,60060235,0.0,,0.0,
2899,60060268,1.0,,0.5,
2900,60060269,0.5011,,0.0,
2901,60060289,1.0,,0.5,
2902,60060295,0.0,,0.0,
2903,60060318,0.0,,0.0,
2904,60060325,0.0,,0.0,
2905,60060335,0.6657,,0.0,
2906,60060366,0.0,,0.0,
2907,60060367,0.0,,0.0,
2908,60060388,0.0,,0.0,
2909,60060390,0.0,,0.0,
2910,60060391,0.0,,0.0,
2911,60060394,1.0,,0.5,
2912,60060404,0.1231,,0.0,
2913,60060405,0.0,,0.0,
2914,60060410,1.0,,0.5,
2915,60060416,0.0,,0.0,
2916,60060417,0.0,,0.0,
2917,60060418,0.0,,0.0,
2918,60060422,1.0,,0.5,
2919,60060424,0.7515,,0.3,
2920,60060425,1.0,,0.5,
2921,60060427,0.4012,,0.0,
2922,60060429,0.5308,,0.0,
2923,60060431,0.6794,984000.0,0.0,0.0
2924,60060432,1.0,615000.0,0.5,307500.0
2925,60060449,0.0,,0.0,
2926,60060450,0.0,,0.0,
2927,60060451,1.0,,0.5,
2928,60060453,0.0,,0.0,
2929,60060456,0.0,,0.0,
2930,60060461,0.0,,0.0,
2931,60060462,0.0,,0.0,
2932,60060464,0.5654,,0.0,
2933,60060465,0.0,,0.0,
2934,60060470,0.701,,0.3,
2935,60060476,1.0,,0.5,
2936,60060501,0.0,,0.0,
2937,60060518,1.0,,0.5,
2938,60060540,0.0,,0.0,
2939,60060544,0.0,,0.0,
2940,60060547,1.0,,0.5,
2941,60060548,1.0,,0.5,
2942,60060550,0.0,,0.0,
2943,60060552,0.0,,0.0,
2944,60060580,0.5031,,0.0,
2945,60060588,0.0,,0.0,
2946,60060603,0.0,,0.0,
2947,60060604,0.5493,,0.0,
2948,60060609,0.0,,0.0,
2949,60060620,0.0,,0.0,
2950,60060621,0.0,,0.0,
2951,60060633,0.0341,671000.0,0.0,0.0
2952,60060636,0.7488,,0.3,
2953,60060637,1.0,,0.5,
2954,60060658,0.2314,1770000.0,0.0,0.0
2955,60060659,0.253,,0.0,
2956,60060664,0.0417,,0.0,
2957,60060665,0.1601,,0.0,
2958,60060666,0.1342,,0.0,
2959,60060667,1.0,2680000.0,0.5,1340000.0
2960,60060668,0.784,,0.3,
2961,60060669,0.4455,,0.0,
2962,60060671,1.0,,0.5,
2963,60060672,0.5396,,0.0,
2964,60060675,0.0,,0.0,
2965,60060685,0.0,,0.0,
2966,60060686,0.0,,0.0,
2967,60060831,1.0,,0.5,
2968,60060839,0.0,,0.0,
2969,60060845,0.0,,0.0,
2970,60060957,0.5015,,0.0,
2971,60060994,1.0,,0.5,
2972,60061011,0.1985,,0.0,
2973,60061012,0.5205,,0.0,
2974,60061013,0.2517,,0.0,
2975,60061019,0.7435,,0.3,
2976,60061020,0.7381,,0.3,
2977,60061023,0.0,,0.0,
2978,60061024,0.2343,404000.0,0.0,0.0
2979,60061025,0.0,,0.0,
2980,60061031,0.5021,,0.0,
2981,60061037,0.0,,0.0,
2982,60061047,0.3478,,0.0,
2983,60061073,0.0,,0.0,
2984,60061074,0.0,,0.0,
2985,60061080,0.0,,0.0,
2986,60061081,0.0,,0.0,
2987,60061092,0.0,,0.0,
2988,60061128,0.0,,0.0,
2989,60061129,0.423,,0.0,
2990,60061132,0.4742,1089000.0,0.0,0.0
2991,60061160,0.5016,,0.0,
2992,60061203,0.1023,,0.0,
2993,60061224,0.4123,,0.0,
2994,60061234,0.0,,0.0,
2995,60061343,0.4438,,0.0,
2996,60061345,0.0,,0.0,
2997,60061352,0.2203,,0.0,
2998,60061357,0.0,,0.0,
2999,60061399,0.0,,0.0,
3000,60061482,0.3003,,0.0,
3001,60061498,0.1114,,0.0,
3002,60061532,0.0,,0.0,
3003,60061535,0.0,,0.0,
3004,60061554,0.0,,0.0,
3005,60061564,0.0,,0.0,
3006,60061591,1.0,,0.5,
3007,60061596,0.0,,0.0,
3008,60061600,0.0337,838000.0,0.0,0.0
3009,60061601,0.0,,0.0,
3010,60061638,1.0,,0.5,
3011,60061647,0.0,,0.0,
3012,60061683,0.5991,321000.0,0.0,0.0
3013,60061684,1.0,,0.5,
3014,60061687,0.6657,,0.0,
3015,60061688,0.4974,,0.0,
3016,60061701,0.6151,,0.0,
3017,60061703,1.0,,0.5,
3018,60061704,0.1188,,0.0,
3019,60061705,0.4012,,0.0,
3020,60061707,0.0,,0.0,
3021,60061709,0.6064,696000.0,0.0,0.0
3022,60061710,0.2365,,0.0,
3023,60061715,0.5024,,0.0,
3024,60061717,0.3418,,0.0,
3025,60061718,0.3051,,0.0,
3026,60061720,0.6667,,0.0,
3027,60061721,1.0,,0.5,
3028,60061723,1.0,,0.5,
3029,60061725,0.3257,,0.0,
3030,60061726,0.5017,,0.0,
3031,60061728,1.0,,0.5,
3032,60061730,1.0,,0.5,
3033,60061731,1.0,,0.5,
3034,60061733,0.0,,0.0,
3035,60061734,0.0,,0.0,
3036,60061735,0.6097,,0.0,
3037,60061736,0.0,,0.0,
3038,60061737,0.4279,,0.0,
3039,60061740,0.0,,0.0,
3040,60061828,0.0,,0.0,
3041,60061835,0.0,,0.0,
3042,60061836,0.0,,0.0,
3043,60061875,0.0,,0.0,
3044,60061880,0.0,,0.0,
3045,60061883,0.0032,,0.0,
