,Issuing Agent,Policy No,CUTOFF,Count_Policy
691478,60030620,80070462,20230131,0
691635,60005229,80035176,20230131,0
691636,60074551,80132318,20230131,1
691637,60069094,80132398,20230131,1
691638,60054245,80102229,20230131,0
691640,60074551,80132318,20230131,-1
691641,60075247,80132438,20230131,1
691646,60012418,80023947,20230131,0
691684,60014424,80131929,20230131,1
691685,60071316,80131042,20230131,-1
692986,60017598,80034473,20230131,0
693939,60005229,80066657,20230131,0
693996,60027203,80071728,20230131,0
693998,60076057,80132819,20230131,1
694006,60008930,80101706,20230131,0
694087,60026700,80071608,20230131,0
694088,60018668,80066951,20230131,0
694113,60050483,80095951,20230131,0
694114,60042074,80086687,20230131,0
694124,60037464,80100953,20230131,0
694212,60036556,80132622,20230131,0
694213,60056698,80131833,20230131,1
694219,60029719,80067186,20230131,0
694223,60023212,80052674,20230131,0
694224,60017785,80033818,20230131,0
694226,60054187,80132167,20230131,1
694227,60076008,80132205,20230131,1
694233,60074688,80131981,20230131,1
694307,60030626,80102303,20230131,0
694309,60072373,80132694,20230131,1
694316,60058064,80131230,20230131,0
694317,60032528,80070556,20230131,0
694322,60018341,80035169,20230131,0
694467,60022403,80053340,20230131,0
694473,60024210,80055736,20230131,0
694474,60076006,80132873,20230131,1
694533,60073120,80132367,20230131,1
694536,60075421,80132400,20230131,1
694538,60058139,80132915,20230131,1
694542,60075263,80132474,20230131,1
694545,60070984,80132447,20230131,1
694590,60073177,80132116,20230131,1
694593,60046214,80132157,20230131,1
694651,60067560,80132094,20230131,1
694655,60036556,80132622,20230131,1
696331,60033471,80071788,20230131,0
696392,60006894,80071909,20230131,0
696398,60027839,80101598,20230131,0
696402,60041420,80080732,20230131,0
696820,60005229,80101689,20230131,0
696822,60057963,80111006,20230131,0
696823,60017373,80038354,20230131,0
696880,60012624,80019690,20230131,0
696881,60009169,80015426,20230131,0
696941,60075807,80131688,20230131,1
696950,60038818,80131314,20230131,1
696951,60017732,80035106,20230131,0
696952,60023481,80055066,20230131,0
697024,60010098,80036799,20230131,0
697027,60042783,80094319,20230131,0
697029,60011880,80018792,20230131,0
697032,60016324,80036908,20230131,0
697035,60074094,80132357,20230131,1
697036,60003445,80009659,20230131,0
697038,60069129,80132373,20230131,1
697129,60012048,80020149,20230131,0
697136,60026880,80072155,20230131,0
697220,60071466,80132117,20230131,1
697224,60012256,80132790,20230131,1
697273,60014332,80025745,20230131,0
699197,60023164,80055891,20230131,0
699325,60071731,80132988,20230131,1
699367,60010896,80017272,20230131,0
699368,60024278,80055752,20230131,0
699369,60016730,80034814,20230131,0
699370,60017377,80038330,20230131,0
699372,60019375,80037565,20230131,0
699374,60073864,80132481,20230131,1
699377,60022763,80055897,20230131,0
699398,60069133,80132540,20230131,1
699400,60053449,80101704,20230131,0
699405,60052531,80100180,20230131,0
699408,60011880,80018789,20230131,0
699409,60014462,80089421,20230131,0
699488,60060633,80132627,20230131,1
699492,60074713,80132073,20230131,1
705392,60013502,80023260,20230131,0
705597,60022528,80053676,20230131,0
708181,60046079,80130704,20230131,0
712747,60031502,80100030,20230131,0
712754,60075863,80131785,20230131,1
712818,60018614,80036573,20230131,0
712819,60018794,80036646,20230131,0
712822,60017401,80036494,20230131,0
712823,60019004,80037140,20230131,0
712950,60041472,80081903,20230131,0
713791,60037363,80131437,20230131,1
727732,60071321,80131433,20230131,1
728192,60018794,80036499,20230131,0
733409,60018667,80035271,20230131,0
733815,60051895,80131454,20230131,1
733820,60022274,80100850,20230131,0
733915,60016778,80032387,20230131,0
734032,60029425,80072038,20230131,0
734035,60015449,80072189,20230131,0
734092,60047638,80101886,20230131,0
734102,60056857,80132845,20230131,1
734106,60046961,80101252,20230131,0
734895,60073794,80133040,20230131,1
735385,60027592,80069786,20230131,0
735491,60074756,80131584,20230131,1
735500,60026092,80058676,20230131,0
735502,60022592,80055691,20230131,0
735503,60075877,80131777,20230131,1
735529,60030320,80068796,20230131,0
737007,60076117,80132851,20230131,1
737010,60066864,80131184,20230131,1
737059,60075659,80131404,20230131,0
737084,60028115,80072725,20230131,0
737091,60041916,80097637,20230131,0
737096,60031600,80067970,20230131,0
737099,60029659,80131469,20230131,1
737130,60023189,80054414,20230131,0
737189,60059660,80132628,20230131,1
737194,60052596,80100111,20230131,0
737195,60028662,80066902,20230131,0
737198,60016244,80033550,20230131,0
737199,60042341,80127266,20230131,-1
737205,60075579,80131432,20230131,1
737252,60075995,80132493,20230131,1
737282,60026111,80068126,20230131,0
737287,60071856,80131858,20230131,1
737288,60054688,80101021,20230131,0
737290,60074117,80132212,20230131,1
737291,60008308,80013506,20230131,0
737397,60013438,80025207,20230131,0
737398,60072703,80128815,20230131,-1
737406,60016979,80036602,20230131,0
737484,60065312,80116114,20230131,0
737491,60019156,80072636,20230131,0
737600,60075098,80130586,20230131,0
737603,60051843,80102125,20230131,0
737608,60024210,80055740,20230131,0
737609,60024186,80055617,20230131,0
737614,60070892,80132979,20230131,1
737635,60065271,80132334,20230131,1
737636,60009873,80019950,20230131,0
737639,60075492,80132264,20230131,1
737641,60075046,80132278,20230131,1
737643,60034077,80073404,20230131,0
739105,60031376,80066553,20230131,0
739106,60019428,80066717,20230131,0
739107,60019755,80072016,20230131,0
739108,60035553,80082372,20230131,0
739116,60035029,80071814,20230131,0
739137,60041423,80080673,20230131,0
739294,60055929,80131546,20230131,1
739300,60022861,80055333,20230131,0
743635,60016715,80036511,20230131,0
743984,60000985,80001800,20230131,0
743986,60022417,80055770,20230131,0
743989,60037363,80102475,20230131,0
743993,60075080,80132801,20230131,1
744164,60059283,80131773,20230131,1
744167,60018453,80036581,20230131,0
744168,60022306,80055803,20230131,0
744175,60051800,80102154,20230131,0
744203,60075949,80132348,20230131,1
744207,60026525,80060969,20230131,0
744301,60043918,80132738,20230131,1
744304,60028093,80072351,20230131,0
744311,60075447,80131382,20230131,-1
744312,60025902,80068265,20230131,0
744313,60075634,80132104,20230131,1
744374,60075658,80132139,20230131,1
744485,60011331,80020058,20230131,0
744486,60040942,80088826,20230131,0
744488,60002860,80130813,20230131,0
744493,60045813,80087718,20230131,0
744494,60051063,80097454,20230131,0
744513,60027495,80065395,20230131,0
744526,60031398,80068304,20230131,0
744528,60032871,80072737,20230131,0
744583,60071054,80132115,20230131,1
744638,60074488,80132412,20230131,1
744639,60034406,80103379,20230131,0
744643,60035194,80084836,20230131,0
744649,60058973,80131951,20230131,1
744689,60019802,80039623,20230131,0
744693,60022437,80055868,20230131,0
744696,60075286,80130139,20230131,-1
744799,60072993,80131580,20230131,1
744800,60075179,80131629,20230131,1
744806,60026179,80061118,20230131,0
746153,60071529,80128394,20230131,-1
746156,60019389,80037408,20230131,0
746159,60008398,80016979,20230131,0
746168,60032078,80066701,20230131,0
746192,60075898,80131891,20230131,1
746226,60075279,80131667,20230131,1
746227,60054177,80101471,20230131,0
746237,60031110,80086602,20230131,0
746246,60025902,80067825,20230131,0
746252,60051323,80101813,20230131,0
746253,60021249,80055693,20230131,0
746310,60028156,80067302,20230131,0
746315,60010314,80055753,20230131,0
746316,60015449,80072465,20230131,0
746317,60023084,80073706,20230131,0
768340,60072146,80132781,20230131,1
768343,60070182,80132600,20230131,1
768401,60011716,80019428,20230131,0
768410,60005229,80103466,20230131,0
770245,60015191,80034594,20230131,0
770248,60016745,80036284,20230131,0
770249,60068629,80131507,20230131,1
770250,60045900,80087223,20230131,0
770251,60051992,80102508,20230131,0
770252,60027534,80072981,20230131,0
770343,60026700,80071068,20230131,0
770348,60045760,80098815,20230131,0
770358,60046561,80087322,20230131,0
770553,60069114,80130954,20230131,0
770555,60034900,80070436,20230131,0
770627,60057747,80132914,20230131,1
770635,60009632,80047496,20230131,0
770711,60011880,80018793,20230131,0
770714,60053352,80102121,20230131,0
770717,60056267,80127469,20230131,0
770718,60026599,80060317,20230131,0
770721,60041567,80097290,20230131,0
770723,60074590,80132668,20230131,1
770764,60073190,80132839,20230131,1
770765,60076088,80132610,20230131,1
770767,60071871,80132415,20230131,1
770768,60071458,80132377,20230131,1
770776,60042798,80083068,20230131,0
770873,60057290,80131651,20230131,1
770917,60075989,80132632,20230131,1
772899,60016973,80037644,20230131,0
772906,60009467,80013800,20230131,0
772994,60041658,80132469,20230131,1
772995,60019309,80055925,20230131,0
773066,60016512,80055894,20230131,0
773067,60075269,80132065,20230131,1
773068,60024233,80055513,20230131,0
773069,60061075,80132242,20230131,1
774697,60021426,80046305,20230131,0
774703,60021006,80044304,20230131,0
774742,60007055,80009078,20230131,0
774743,60018144,80036201,20230131,0
774745,60021373,80054562,20230131,0
774747,60018524,80102398,20230131,0
774752,60044305,80098250,20230131,0
774755,60064674,80131496,20230131,1
774797,60074483,80132603,20230131,1
774799,60050457,80102775,20230131,0
774804,60037350,80072096,20230131,0
774807,60073118,80132721,20230131,1
774824,60023038,80052379,20230131,0
774876,60030620,80067651,20230131,0
774935,60021407,80050489,20230131,0
774938,60050522,80102089,20230131,0
775038,60027596,80072138,20230131,0
775039,60069208,80131936,20230131,1
775041,60035997,80072537,20230131,0
775043,60000482,80132262,20230131,1
775047,60027918,80068205,20230131,0
775146,60032008,80132503,20230131,1
775147,60074125,80132535,20230131,1
775148,60073118,80132721,20230131,0
775228,60056955,80130715,20230131,0
775317,60075543,80132211,20230131,1
775493,60074703,80132439,20230131,1
775605,60021352,80055081,20230131,0
775609,60012281,80018863,20230131,0
775610,60042341,80127308,20230131,-1
775613,60009733,80032975,20230131,0
775790,60036079,80102603,20230131,0
775795,60009293,80019415,20230131,0
775796,60074666,80131540,20230131,1
775804,60075545,80131556,20230131,1
775895,60018271,80033559,20230131,0
775903,60053167,80100135,20230131,0
775907,60049221,80132219,20230131,1
775928,60010009,80019573,20230131,0
775932,60009895,80013523,20230131,0
775933,60038080,80074316,20230131,0
775936,60068104,80132771,20230131,1
775937,60047037,80088444,20230131,0
775942,60022773,80053664,20230131,0
775943,60018907,80132860,20230131,1
775944,60056249,80132606,20230131,1
775981,60073062,80132308,20230131,1
775982,60017786,80036320,20230131,0
775983,60072025,80133041,20230131,1
775993,60075755,80131182,20230131,-1
776139,60059617,80128874,20230131,-1
776140,60029281,80068006,20230131,0
776141,60006184,80009216,20230131,0
776152,60017014,80033988,20230131,0
776625,60039061,80104137,20230131,0
776634,60011927,80019420,20230131,0
776655,60032259,80066982,20230131,0
776660,60073244,80131087,20230131,-1
776667,60054276,80101743,20230131,0
776709,60073182,80132016,20230131,1
776714,60058744,80132725,20230131,1
776725,60027897,80068134,20230131,0
776781,60010691,80072497,20230131,0
776791,60007528,80009314,20230131,0
776792,60058322,80111705,20230131,0
776793,60070128,80131966,20230131,1
776851,60055919,80131997,20230131,1
776852,60075912,80132435,20230131,1
776857,60055648,80132730,20230131,1
776908,60024609,80058656,20230131,0
776917,60045133,80097072,20230131,0
777022,60043779,80082194,20230131,0
778895,60014534,80036548,20230131,0
779040,60067482,80129851,20230131,0
779041,60059146,80131764,20230131,1
779042,60017473,80052046,20230131,0
779043,60018824,80054195,20230131,0
779045,60034841,80072815,20230131,0
779046,60018582,80037280,20230131,0
779047,60029425,80073480,20230131,0
779261,60054191,80099471,20230131,0
779271,60075687,80132900,20230131,1
779400,60071908,80132382,20230131,1
779401,60073734,80132326,20230131,1
779405,60053308,80097408,20230131,0
779412,60057335,80132460,20230131,1
779414,60075743,80132020,20230131,1
779418,60071869,80132350,20230131,1
779420,60007717,80009204,20230131,0
779422,60054635,80099835,20230131,0
779434,60012563,80028626,20230131,0
779437,60067560,80132005,20230131,1
779438,60018138,80035531,20230131,0
779439,60017918,80037215,20230131,0
779442,60020746,80042712,20230131,0
779746,60024188,80102304,20230131,0
779749,60054696,80100642,20230131,0
779750,60033579,80072436,20230131,0
779756,60059352,80127022,20230131,-1
779759,60076088,80132613,20230131,1
779761,60011908,80020006,20230131,0
779762,60025740,80059210,20230131,0
779765,60020840,80044813,20230131,0
786594,60006625,80009062,20230131,0
786677,60075332,80131513,20230131,1
795628,60018794,80036500,20230131,0
801935,60076127,80132758,20230131,1
801936,60021769,80055318,20230131,0
801952,60038392,80082723,20230131,0
802049,60073131,80131630,20230131,1
802054,60070154,80126522,20230131,-1
802220,60075379,80129946,20230131,-1
802227,60072056,80127369,20230131,-1
802337,60072991,80131565,20230131,1
802338,60075918,80132736,20230131,1
802339,60021411,80052903,20230131,0
802340,60051369,80102300,20230131,0
802348,60041981,80132588,20230131,1
802349,60075070,80132284,20230131,1
802351,60055711,80102223,20230131,0
802352,60023409,80052982,20230131,0
802353,60012392,80019932,20230131,0
802374,60022216,80053721,20230131,0
802375,60020517,80046542,20230131,0
802376,60025739,80059144,20230131,0
802379,60032887,80068560,20230131,0
802387,60071565,80132545,20230131,1
802388,60054579,80102617,20230131,0
802400,60011383,80018180,20230131,0
802435,60058311,80131913,20230131,1
802570,60064674,80130814,20230131,1
802571,60046504,80126602,20230131,-1
802576,60074988,80129791,20230131,-1
802583,60072386,80131582,20230131,1
802826,60032273,80066575,20230131,0
802836,60021637,80054013,20230131,0
802856,60059816,80132829,20230131,1
802859,60022104,80072359,20230131,0
802863,60054960,80102811,20230131,0
802866,60058264,80131873,20230131,1
802867,60075198,80131460,20230131,1
802941,60047205,80096851,20230131,0
802948,60055934,80131991,20230131,1
802954,60021531,80055857,20230131,0
802955,60028266,80067243,20230131,0
803004,60053045,80132314,20230131,1
803008,60012709,80019957,20230131,0
803047,60067311,80133005,20230131,1
803055,60058240,80132703,20230131,1
806528,60011631,80019434,20230131,0
806971,60011794,80071773,20230131,0
807019,60041111,80080818,20230131,0
807061,60025570,80059166,20230131,0
807067,60030116,80064289,20230131,0
807088,60075715,80132707,20230131,1
807119,60060464,80132184,20230131,1
807123,60075197,80131914,20230131,1
807124,60011716,80018905,20230131,0
808675,60018030,80131601,20230131,1
808732,60038634,80085036,20230131,0
808747,60025741,80067363,20230131,0
808853,60069290,80131819,20230131,1
808854,60073079,80132647,20230131,1
808868,60018371,80036521,20230131,0
808905,60045169,80087076,20230131,0
808910,60032261,80071411,20230131,0
808913,60069207,80131938,20230131,1
808915,60055507,80102220,20230131,0
808977,60036344,80070483,20230131,0
808985,60073334,80129626,20230131,-1
808986,60042803,80083209,20230131,0
809031,60012429,80019559,20230131,0
809035,60052986,80123985,20230131,-1
809098,60035287,80072431,20230131,0
809102,60058295,80132522,20230131,1
809107,60075792,80132666,20230131,1
809109,60056249,80131216,20230131,-1
809112,60058973,80132769,20230131,1
809118,60016930,80035995,20230131,0
809121,60041512,80100746,20230131,0
812199,60053893,80100428,20230131,0
813904,60006312,80032920,20230131,0
819558,60030626,80069533,20230131,0
819593,60059259,80126828,20230131,-1
819598,60015915,80033533,20230131,0
819644,60075745,80131450,20230131,1
819651,60021373,80055220,20230131,0
819653,60069209,80132701,20230131,1
819654,60009216,80013408,20230131,0
819656,60027452,80102150,20230131,0
819711,60022661,80055606,20230131,0
819713,60008153,80012630,20230131,0
819717,60075745,80131450,20230131,0
819723,60032889,80068322,20230131,0
819779,60071476,80132994,20230131,1
819780,60022433,80053460,20230131,0
819782,60076135,80132843,20230131,1
819788,60075339,80130175,20230131,-1
823064,60011077,80017284,20230131,0
823472,60071393,80133043,20230131,1
823493,60052876,80097096,20230131,0
823501,60054276,80101794,20230131,0
823582,60045813,80087860,20230131,0
823583,60009248,80012642,20230131,0
823584,60055465,80102762,20230131,0
823594,60066803,80131436,20230131,1
823701,60074118,80131690,20230131,1
823705,60070747,80132937,20230131,1
824722,60018031,80036496,20230131,0
830937,60031179,80069704,20230131,0
831526,60012269,80019022,20230131,0
835236,60046214,80132236,20230131,1
835240,60075730,80131726,20230131,1
835241,60066547,80131618,20230131,1
835333,60011799,80019722,20230131,0
837243,60005985,80008909,20230131,0
837265,60075587,80131702,20230131,1
837271,60063854,80132676,20230131,1
837277,60037686,80132857,20230131,1
837279,60075166,80131562,20230131,1
837335,60034031,80102877,20230131,0
837341,60075116,80131904,20230131,1
837345,60024252,80055545,20230131,0
837347,60011862,80019329,20230131,0
837387,60039537,80096698,20230131,0
837390,60008350,80013487,20230131,0
837392,60011945,80019053,20230131,0
837393,60019010,80072026,20230131,0
837398,60071991,80132317,20230131,1
837400,60032652,80072880,20230131,0
837401,60016711,80036505,20230131,0
837457,60075357,80132245,20230131,1
837458,60062475,80131645,20230131,0
837459,60075629,80132244,20230131,1
837464,60025381,80132559,20230131,1
837469,60051257,80098998,20230131,0
837618,60069029,80132645,20230131,1
837624,60071066,80131327,20230131,-1
837629,60008571,80013330,20230131,0
837652,60032856,80081866,20230131,0
837656,60062475,80131645,20230131,1
841165,60024273,80071350,20230131,0
841651,60071366,80131849,20230131,1
847123,60036387,80073013,20230131,0
847125,60075501,80132524,20230131,1
847126,60006677,80072428,20230131,0
847127,60075811,80132370,20230131,1
847131,60055934,80131989,20230131,1
847132,60029604,80067101,20230131,0
847134,60055816,80132487,20230131,1
847181,60051596,80097549,20230131,0
847183,60055816,80132487,20230131,0
847223,60032396,80071886,20230131,0
847226,60033016,80072596,20230131,0
847227,60033424,80071723,20230131,0
847231,60059355,80131494,20230131,-1
847233,60010007,80019577,20230131,0
847234,60074052,80129739,20230131,-1
847237,60020618,80042569,20230131,0
847310,60059283,80131743,20230131,1
847312,60023039,80053577,20230131,0
848586,60008972,80017501,20230131,0
850233,60016505,80036707,20230131,0
850275,60027761,80072747,20230131,0
850284,60075816,80131699,20230131,1
850287,60071366,80131849,20230131,0
850324,60031187,80098534,20230131,0
850325,60042798,80083064,20230131,0
850340,60023717,80099609,20230131,0
850446,60034022,80069186,20230131,0
850459,60015628,80055608,20230131,0
850462,60023608,80055676,20230131,0
850463,60031895,80073363,20230131,0
850505,60075836,80132396,20230131,1
850508,60033267,80068091,20230131,0
850562,60052430,80096214,20230131,0
850611,60023357,80053289,20230131,0
854668,60031969,80071908,20230131,0
854673,60015831,80033973,20230131,0
854674,60059355,80131494,20230131,0
854675,60059355,80131494,20230131,1
854678,60075163,80131573,20230131,1
854684,60075810,80131684,20230131,1
854688,60024218,80055592,20230131,0
854690,60069725,80132176,20230131,1
854691,60056997,80131563,20230131,1
854693,60049464,80128865,20230131,0
854694,60012389,80019502,20230131,0
854697,60014728,80033504,20230131,0
854698,60064674,80125889,20230131,1
854708,60044712,80099711,20230131,0
854793,60072216,80131975,20230131,1
854796,60028115,80070583,20230131,0
854800,60057331,80131940,20230131,0
854801,60023574,80054283,20230131,0
854802,60020041,80047883,20230131,0
854804,60075351,80129703,20230131,0
854805,60064674,80125889,20230131,0
854814,60008609,80023308,20230131,0
854815,60055371,80102161,20230131,0
854818,60033658,80072369,20230131,0
854824,60058748,80132389,20230131,1
854826,60031296,80069595,20230131,0
854836,60002954,80073497,20230131,0
854879,60037682,80073343,20230131,0
854883,60073216,80132696,20230131,1
854885,60057331,80131940,20230131,1
854896,60035206,80072665,20230131,0
854906,60075910,80132768,20230131,1
854907,60005897,80072733,20230131,0
854911,60041775,80102241,20230131,0
854944,60072647,80132514,20230131,1
854950,60036079,80102615,20230131,0
854973,60035943,80072827,20230131,0
854981,60025548,80086315,20230131,0
855009,60019298,80038103,20230131,0
855059,60030142,80068128,20230131,0
855065,60062237,80132625,20230131,1
855078,60035323,80073246,20230131,0
855081,60049941,80101986,20230131,0
855082,60011973,80018147,20230131,0
855086,60022955,80052882,20230131,0
855092,60073726,80131660,20230131,1
855093,60070154,80127242,20230131,-1
855098,60071329,80131709,20230131,1
855103,60073448,80131619,20230131,1
855106,60017796,80044503,20230131,0
855142,60058929,80133028,20230131,1
855150,60009655,80017169,20230131,0
855151,60014908,80101505,20230131,0
855156,60030398,80073230,20230131,0
855179,60021104,80052783,20230131,0
855180,60007344,80011747,20230131,0
855181,60010102,80018583,20230131,0
855182,60009876,80033278,20230131,0
855184,60012128,80018532,20230131,0
855186,60036510,80072820,20230131,0
855188,60031396,80068686,20230131,0
855194,60054696,80100588,20230131,0
855199,60036285,80072331,20230131,0
855219,60072602,80132309,20230131,1
855222,60037366,80072191,20230131,0
855230,60075976,80132361,20230131,1
855232,60011939,80019977,20230131,0
855237,60075885,80131728,20230131,1
855244,60072507,80132287,20230131,1
855260,60052952,80132085,20230131,1
855284,60074679,80131652,20230131,1
855371,60022274,80098205,20230131,0
855381,60031179,80070065,20230131,0
855395,60009293,80019416,20230131,0
855396,60015744,80034269,20230131,0
855398,60015441,80032766,20230131,0
857246,60076099,80132523,20230131,1
857247,60011561,80017238,20230131,0
857251,60053274,80098519,20230131,0
857252,60017375,80038306,20230131,0
857322,60076088,80132670,20230131,1
857324,60074691,80132759,20230131,1
857328,60022774,80054049,20230131,0
857329,60012150,80018704,20230131,0
857330,60028154,80066945,20230131,0
857331,60075347,80132028,20230131,1
857337,60063522,80114843,20230131,-1
857377,60009895,80013490,20230131,0
857378,60033888,80132050,20230131,1
859301,60006516,80009101,20230131,0
862524,60075687,80132868,20230131,1
862527,60017205,80033289,20230131,0
862528,60016348,80034453,20230131,0
862529,60012573,80019715,20230131,0
862594,60006168,80007897,20230131,0
862604,60073191,80132838,20230131,1
862663,60011582,80019490,20230131,0
862664,60038818,80131345,20230131,1
862668,60073086,80132863,20230131,1
862766,60071869,80133015,20230131,1
862777,60056934,80114785,20230131,0
862820,60069367,80132743,20230131,1
862829,60029805,80073259,20230131,0
862887,60038477,80081234,20230131,0
864574,60007170,80010931,20230131,0
867712,60057290,80131648,20230131,1
867715,60055507,80101824,20230131,0
867720,60023678,80086056,20230131,0
867831,60037515,80072349,20230131,0
867832,60040955,80078270,20230131,0
867836,60058495,80131844,20230131,1
867841,60058033,80133017,20230131,1
867878,60075279,80131669,20230131,1
867886,60070826,80129785,20230131,-1
867887,60034359,80071776,20230131,0
867891,60011147,80017778,20230131,0
867892,60040902,80131571,20230131,1
867932,60016434,80036566,20230131,0
867935,60052382,80101955,20230131,0
867937,60075535,80132130,20230131,1
867941,60036079,80102634,20230131,0
867947,60075183,80132467,20230131,1
868001,60075642,80132471,20230131,1
868008,60033194,80072771,20230131,0
868014,60067428,80132592,20230131,1
868109,60075095,80132006,20230131,1
868116,60039863,80130395,20230131,-1
868117,60032225,80132791,20230131,1
869339,60045276,80126407,20230131,-1
871066,60014857,80035112,20230131,0
874171,60023051,80053291,20230131,0
875928,60026425,80080816,20230131,0
875935,60055325,80102013,20230131,0
875938,60011395,80037784,20230131,0
875939,60030398,80070185,20230131,0
875941,60037024,80072020,20230131,0
875985,60075196,80131526,20230131,1
875997,60041082,80090088,20230131,0
876048,60034828,80072218,20230131,0
876050,60075295,80131678,20230131,1
876051,60073810,80128232,20230131,-1
876155,60017024,80032938,20230131,0
876160,60041963,80097843,20230131,0
876243,60012048,80020544,20230131,0
876246,60057764,80131561,20230131,1
876248,60026425,80102672,20230131,0
876250,60039660,80098418,20230131,0
876253,60021752,80053011,20230131,0
876254,60035424,80070207,20230131,0
876292,60073313,80132298,20230131,1
876304,60073866,80131971,20230131,1
876410,60036996,80102897,20230131,0
876411,60076124,80132885,20230131,1
876415,60055041,80102066,20230131,0
876417,60064945,80131817,20230131,1
876420,60057388,80132550,20230131,1
876421,60075295,80131678,20230131,0
876422,60076049,80132272,20230131,0
876424,60076049,80132272,20230131,1
876465,60013028,80132053,20230131,1
876476,60052915,80096779,20230131,0
876477,60073340,80129740,20230131,-1
876478,60075908,80132148,20230131,1
876479,60051800,80099448,20230131,0
876548,60075549,80131614,20230131,1
876586,60006440,80131585,20230131,1
877408,60032651,80070727,20230131,0
877417,60033182,80071686,20230131,0
877420,60011083,80068747,20230131,0
877503,60015378,80034422,20230131,0
877504,60046261,80086933,20230131,0
877648,60075706,80131459,20230131,1
877655,60033579,80071921,20230131,0
877656,60029938,80071896,20230131,0
877749,60016088,80055578,20230131,0
877751,60024833,80058434,20230131,0
877763,60021049,80055156,20230131,0
877767,60009213,80013488,20230131,0
877768,60047519,80100222,20230131,0
877778,60022359,80095984,20230131,0
877854,60054359,80124065,20230131,-1
877855,60036002,80071843,20230131,0
877863,60070796,80132671,20230131,1
877870,60023312,80053358,20230131,0
877923,60072379,80131578,20230131,1
877932,60023373,80053558,20230131,0
877934,60054266,80131962,20230131,1
877935,60022437,80055854,20230131,0
877937,60030097,80101526,20230131,0
877983,60037354,80071994,20230131,0
877987,60035878,80072183,20230131,0
877991,60061591,80116711,20230131,0
877992,60031520,80066970,20230131,0
878052,60022591,80102049,20230131,0
878058,60033235,80072757,20230131,0
878133,60026525,80061491,20230131,0
878142,60074837,80132451,20230131,1
878356,60068597,80132718,20230131,1
878358,60016434,80034946,20230131,0
878359,60058969,80130449,20230131,-1
880755,60023312,80053587,20230131,0
880813,60022216,80072133,20230131,0
883590,60024242,80055366,20230131,0
884844,60011752,80017495,20230131,0
887479,60021309,80071747,20230131,0
896991,60014982,80025997,20230131,0
896997,60036556,80072346,20230131,0
896998,60023189,80053864,20230131,0
897000,60022776,80055738,20230131,0
897042,60028650,80070676,20230131,0
897043,60029056,80103558,20230131,0
897089,60075688,80131691,20230131,1
897090,60072996,80132582,20230131,1
897093,60032273,80072649,20230131,0
897094,60040905,80101018,20230131,0
897098,60065651,80132225,20230131,1
897104,60017429,80034221,20230131,0
897106,60044306,80130887,20230131,-1
897119,60036548,80072521,20230131,0
897162,60010137,80014073,20230131,0
897165,60040659,80079061,20230131,0
899316,60005141,80017155,20230131,0
899485,60019749,80055268,20230131,0
899565,60013141,80070840,20230131,0
899651,60039377,80086897,20230131,0
899655,60075494,80132932,20230131,1
899662,60075744,80132976,20230131,1
899666,60056187,80131814,20230131,1
899687,60005229,80066652,20230131,0
899718,60015808,80036661,20230131,0
899724,60012043,80025904,20230131,0
899731,60075602,80131901,20230131,1
899841,60017384,80034493,20230131,0
899842,60007619,80026551,20230131,0
899849,60034347,80072180,20230131,0
899850,60058973,80131999,20230131,1
899855,60050966,80099251,20230131,0
899856,60011973,80025518,20230131,0
899930,60009931,80035709,20230131,0
899936,60000204,80000483,20230131,0
899942,60003198,80007421,20230131,0
900029,60040902,80132086,20230131,1
902928,60016451,80034007,20230131,0
904369,60016434,80034961,20230131,0
917904,60075510,80131516,20230131,1
917908,60016243,80033156,20230131,0
917927,60020928,80043552,20230131,0
917934,60046253,80126640,20230131,-1
917938,60033133,80069016,20230131,0
917970,60031345,80072752,20230131,0
917971,60057290,80131622,20230131,1
918018,60000073,80000089,20230131,0
918033,60069092,80131671,20230131,1
918055,60022101,80055802,20230131,0
918061,60029360,80067026,20230131,0
918067,60023940,80055285,20230131,0
918086,60025280,80058446,20230131,0
921666,60036498,80071733,20230131,0
921667,60035994,80072134,20230131,0
921668,60024550,80057873,20230131,0
921874,60070882,80131813,20230131,1
921875,60075319,80131839,20230131,1
921876,60008447,80082618,20230131,0
921877,60075620,80131878,20230131,1
921918,60056695,80131824,20230131,1
922089,60026501,80098327,20230131,0
922093,60014951,80032621,20230131,0
922096,60029573,80073117,20230131,0
922098,60022975,80053296,20230131,0
922099,60024042,80055815,20230131,0
922103,60057466,80132714,20230131,1
922105,60011794,80017693,20230131,0
922180,60071142,80131564,20230131,1
922184,60010589,80017468,20230131,0
922187,60031416,80100208,20230131,0
922189,60075305,80133056,20230131,1
922194,60008155,80011525,20230131,0
922231,60072484,80132388,20230131,1
922233,60074645,80132248,20230131,1
922234,60027073,80067984,20230131,0
922238,60038670,80082059,20230131,0
922242,60073443,80132991,20230131,1
922245,60071204,80132749,20230131,1
922247,60075080,80132804,20230131,1
922361,60027897,80066994,20230131,0
922367,60032916,80072813,20230131,0
922428,60068745,80129455,20230131,0
922429,60076045,80132229,20230131,1
922432,60009698,80019594,20230131,0
922433,60008865,80017166,20230131,0
924478,60010109,80014068,20230131,0
924480,60052933,80097210,20230131,0
924484,60054510,80102794,20230131,0
924485,60070013,80132342,20230131,1
924488,60075198,80132243,20230131,1
