,Policy No,Count_Policy
121568,80122256,
121569,80118963,
121570,80121830,
121571,80121866,
121572,80121942,
121573,80124505,
121574,80118501,
121575,80118506,
121576,80121939,
121577,80118576,
121578,80120103,
121579,80124106,
121580,80117740,
121581,80121318,
121582,80121497,
121583,80118084,
121584,80118102,
121585,80120101,
121586,80124018,
121587,80121686,
121588,80122033,
121589,80121976,
121590,80121141,
121591,80121980,
121592,80122477,
121593,80122484,
121594,80129582,
121595,80117824,
121596,80118499,
121597,80119368,
121598,80119786,
121599,80123367,
121600,80117911,
121601,80126285,
121602,80127864,
121603,80131820,1.0
121604,80118006,
121605,80118058,
121606,80119316,
121607,80119374,
121608,80122200,
121609,80122202,
121610,80125904,
121611,80125907,
121612,80126015,
121613,80128442,
121614,80128468,
121615,80131761,1.0
121616,80117865,
121617,80118009,
121618,80119298,
121619,80119306,
121620,80119392,
121621,80119412,
121622,80122201,
121623,80122585,
121624,80122587,
121625,80125070,
121626,80125077,
121627,80129508,
121628,80131656,1.0
121629,80132771,1.0
121630,80118700,
121631,80118246,
121632,80118293,
121633,80118294,
121634,80125219,
121635,80125250,
121636,80131328,
121637,80132875,1.0
121638,80133060,1.0
121639,80121518,
121640,80121808,
121641,80121872,
121642,80119442,
121643,80122928,
121644,80122923,
121645,80126543,
121646,80127162,
121647,80127218,
121648,80127299,
121649,80129352,
121650,80129741,
121651,80118368,
121652,80118723,
121653,80118752,
121654,80118037,
121655,80118580,
121656,80118601,
121657,80119656,
121658,80122995,
121659,80120640,
121660,80121216,
121661,80121996,
121662,80118729,
121663,80120770,
121664,80118747,
121665,80118861,
121666,80120357,
121667,80118000,
121668,80124684,
121669,80117867,
121670,80121184,
121671,80123943,
121672,80123946,
121673,80125178,
121674,80125186,
121675,80129001,
121676,80117925,
121677,80122804,
121678,80126384,
121679,80126449,
121680,80126466,
121681,80118617,
121682,80123296,
121683,80126357,
121684,80126419,
121685,80118277,
121686,80118278,
121687,80122257,
121688,80122258,
121689,80122286,
121690,80122668,
121691,80122953,
121692,80122959,
121693,80132942,1.0
121694,80118440,
121695,80117906,
121696,80118104,
121697,80118129,
121698,80119192,
121699,80125656,
121700,80125661,
121701,80132051,1.0
121702,80132404,1.0
121703,80118110,
121704,80118141,
121705,80119659,
121706,80120694,
121707,80121988,
121708,80122709,
121709,80123470,
121710,80124607,
121711,80123036,
121712,80118061,
121713,80118908,
121714,80118020,
121715,80118575,
121716,80120256,
121717,80121448,
121718,80117927,
121719,80120099,
121720,80120242,
121721,80124868,
121722,80124869,
121723,80125290,
121724,80118001,
121725,80118051,
121726,80118579,
121727,80119992,
121728,80120000,
121729,80118941,
121730,80118453,
121731,80118938,
121732,80118133,
121733,80122092,
121734,80118322,
121735,80118327,
121736,80120820,
121737,80122543,
121738,80122544,
121739,80125435,
121740,80128970,
121741,80131921,1.0
121742,80119308,
121743,80117938,
121744,80121645,
121745,80121759,
121746,80124044,
121747,80126953,
121748,80130379,
121749,80121824,
121750,80116127,
121751,80128769,
121752,80131602,1.0
121753,80109030,
121754,80118802,
121755,80118813,
121756,80121041,
121757,80121616,
121758,80131756,1.0
121759,80118716,
121760,80122755,
121761,80128774,
121762,80123850,
121763,80130183,
121764,80118094,
121765,80118100,
121766,80118108,
121767,80118546,
121768,80121347,
121769,80124486,
121770,80118135,
121771,80118138,
121772,80119297,
121773,80121502,
121774,80118117,
121775,80119106,
121776,80118017,
121777,80119312,
121778,80119356,
121779,80122186,
121780,80122189,
121781,80124688,
121782,80124689,
121783,80124882,
121784,80124883,
121785,80127805,
121786,80127841,
121787,80127843,
121788,80127857,
121789,80118344,
121790,80118772,
121791,80119775,
121792,80122308,
121793,80126247,
121794,80118127,
121795,80121539,
121796,80124056,
121797,80126559,
121798,80128921,
121799,80132654,1.0
121800,80118310,
121801,80120365,
121802,80126836,
121803,80120424,
121804,80122075,
121805,80122054,
121806,80122064,
121807,80122046,
121808,80121109,
121809,80119131,
121810,80119140,
121811,80121913,
121812,80127378,
121813,80118477,
121814,80118481,
121815,80118504,
121816,80121515,
121817,80127118,
121818,80118073,
121819,80120413,
121820,80124303,
121821,80118232,
121822,80118243,
121823,80121876,
121824,80121889,
121825,80122196,
121826,80118113,
121827,80118221,
121828,80123872,
121829,80124478,
121830,80126401,
121831,80126596,
121832,80128521,
121833,80128549,
121834,80129845,
121835,80130722,
121836,80130739,
121837,80132133,1.0
121838,80132143,1.0
121839,80132210,1.0
121840,80132220,1.0
121841,80132222,1.0
121842,80132957,1.0
121843,80132975,1.0
121844,80133013,1.0
121845,80118044,
121846,80118055,
121847,80129210,0.0
121848,80119510,
121849,80121837,
121850,80124472,
121851,80124499,
121852,80121411,
121853,80122289,
121854,80118296,
121855,80118313,
121856,80120999,
121857,80121006,
121858,80121809,
121859,80118420,
121860,80121869,
121861,80118424,
121862,80118256,
121863,80121589,
121864,80118754,
121865,80121358,
121866,80121791,
121867,80120217,
121868,80118099,
121869,80118920,
121870,80124623,
121871,80118083,
121872,80119561,
121873,80120901,
121874,80118093,
121875,80118034,
121876,80119951,
121877,80120244,
121878,80120574,
121879,80118098,
121880,80118143,
121881,80118657,
121882,80118115,
121883,80118131,
121884,80120111,
121885,80128761,
121886,80120164,
121887,80122723,
121888,80123318,
121889,80119645,
121890,80119655,
121891,80119661,
121892,80124398,
121893,80121618,
121894,80081362,
121895,80084050,
121896,80098549,
121897,80115380,
121898,80115917,
121899,80117162,
121900,80117916,
121901,80119877,
121902,80119973,
121903,80121683,
121904,80118352,
121905,80118492,
121906,80118690,
121907,80118691,
121908,80119627,
121909,80119991,
121910,80119994,
121911,80120992,
121912,80122520,
121913,80122521,
121914,80122522,
121915,80122851,
121916,80124378,
121917,80124405,
121918,80124433,
121919,80126866,
121920,80128171,
121921,80130104,
121922,80130109,
121923,80130133,
121924,80131643,1.0
121925,80118105,
121926,80118109,
121927,80120780,
121928,80120781,
121929,80123321,
121930,80123338,
121931,80126029,
121932,80129472,
121933,80118155,
121934,80119225,
121935,80119033,
121936,80122056,
121937,80122048,
121938,80118697,
121939,80118756,
121940,80121108,
121941,80121621,
121942,80118282,
121943,80121105,
121944,80118399,
121945,80120466,
121946,80120472,
121947,80120475,
121948,80120476,
121949,80121762,
121950,80122119,
121951,80122121,
121952,80122828,
121953,80127079,
121954,80127081,
121955,80131156,
121956,80119099,
121957,80120025,
121958,80118398,
121959,80118639,
121960,80122025,
121961,80123108,
121962,80123190,
121963,80124620,
121964,80118450,
121965,80120760,
121966,80119419,
121967,80119896,
121968,80122106,
121969,80122855,
121970,80123032,
121971,80125153,
121972,80125879,
121973,80128283,
121974,80128316,
121975,80131637,1.0
121976,80131639,1.0
121977,80131642,1.0
121978,80118241,
121979,80120945,
121980,80120947,
121981,80120974,
121982,80120979,
121983,80121052,
121984,80123379,
121985,80123380,
121986,80126075,
121987,80130018,
121988,80118705,
121989,80126882,
121990,80119288,
121991,80119262,
121992,80120277,
121993,80118380,
121994,80121439,
121995,80126510,
121996,80118418,
121997,80120145,
121998,80119150,
121999,80118417,
122000,80118600,
122001,80120026,
122002,80120683,
122003,80121599,
122004,80124143,
122005,80130518,
122006,80130537,
122007,80118299,
122008,80119522,
122009,80119542,
122010,80119550,
122011,80121179,
122012,80127664,
122013,80127883,
122014,80120004,
122015,80121648,
122016,80118422,
122017,80121116,
122018,80121668,
122019,80119085,
122020,80118724,
122021,80119609,
122022,80127878,
122023,80119935,
122024,80119936,
122025,80119944,
122026,80119948,
122027,80120918,
122028,80123038,
122029,80124652,
122030,80125376,
122031,80125380,
122032,80125390,
122033,80129822,
122034,80130032,
122035,80123040,
122036,80125694,
122037,80094385,
122038,80118574,
122039,80127852,
122040,80118396,
122041,80118404,
122042,80121450,
122043,80120919,
122044,80130140,
122045,80120917,
122046,80125695,
122047,80130130,
122048,80118965,
122049,80118998,
122050,80124328,
122051,80129992,
122052,80127071,
122053,80121259,
122054,80118502,
122055,80119938,
122056,80119939,
122057,80121029,
122058,80121033,
122059,80121037,
122060,80121053,
122061,80122765,
122062,80123372,
122063,80125033,
122064,80126227,
122065,80129485,
122066,80119840,
122067,80119853,
122068,80120285,
122069,80122869,
122070,80123518,
122071,80123673,
122072,80119121,
122073,80118611,
122074,80121629,
122075,80121642,
122076,80122400,
122077,80120050,
122078,80120150,
122079,80120315,
122080,80120577,
122081,80121140,
122082,80121492,
122083,80122002,
122084,80122005,
122085,80122052,
122086,80123031,
122087,80123288,
122088,80124729,
122089,80118825,
122090,80119122,
122091,80119125,
122092,80121786,
122093,80118645,
122094,80118524,
122095,80118432,
122096,80119053,
122097,80121329,
122098,80121433,
122099,80124169,
122100,80124458,
122101,80126471,
122102,80121635,
122103,80118718,
122104,80119133,
122105,80118567,
122106,80118578,
122107,80118696,
122108,80121381,
122109,80119186,
122110,80124622,
122111,80118678,
122112,80120939,
122113,80122545,
122114,80125438,
122115,80125441,
122116,80128964,
122117,80131916,1.0
122118,80132718,1.0
122119,80128314,
122120,80130659,
122121,80130660,
122122,80130661,
122123,80119477,
122124,80118835,
122125,80119081,
122126,80119469,
122127,80121360,
122128,80121604,
122129,80123989,
122130,80127622,
122131,80130563,
122132,80130649,
122133,80118841,
122134,80118722,
122135,80119045,
122136,80119823,
122137,80121897,
122138,80121915,
122139,80130651,
122140,80119007,
122141,80119048,
122142,80119052,
122143,80122303,
122144,80130889,
122145,80120693,
122146,80122971,
122147,80120571,
122148,80120615,
122149,80122996,
122150,80123011,
122151,80120557,
122152,80123619,
122153,80120532,
122154,80122916,
122155,80120601,
122156,80120625,
122157,80122964,
122158,80122998,
122159,80123013,
122160,80119110,
122161,80119636,
122162,80131507,1.0
122163,80120042,
122164,80128323,
122165,80132501,1.0
122166,80127092,
122167,80124430,
122168,80130385,
122169,80119776,
122170,80119871,
122171,80120461,
122172,80122291,
122173,80122536,
122174,80124815,
122175,80124842,
122176,80118686,
122177,80121254,
122178,80124468,
122179,80122389,
122180,80124650,
122181,80118865,
122182,80119148,
122183,80119142,
122184,80118988,
122185,80130522,
122186,80126938,
122187,80119062,
122188,80119182,
122189,80119183,
122190,80120425,
122191,80124606,
122192,80124631,
122193,80124637,
122194,80129963,
122195,80129965,
122196,80129974,
122197,80130204,
122198,80130506,
122199,80130513,
122200,80130561,
122201,80130593,
122202,80130618,
122203,80123825,
122204,80124263,
122205,80127309,
122206,80127324,
122207,80119229,
122208,80118882,
122209,80121949,
122210,80119115,
122211,80121376,
122212,80119141,
122213,80121320,
122214,80132399,1.0
122215,80126100,
122216,80127582,
122217,80129201,
122218,80129204,
122219,80129245,
122220,80129250,
122221,80129272,
122222,80129280,
122223,80129292,
122224,80129295,
122225,80129323,
122226,80129325,
122227,80129398,
122228,80129455,0.0
122229,80129457,
122230,80129468,
122231,80129483,
122232,80129490,
122233,80129506,
122234,80131641,1.0
122235,80131747,1.0
122236,80119151,
122237,80119116,
122238,80119155,
122239,80122161,
122240,80119156,
122241,80119145,
122242,80119184,
122243,80119185,
122244,80119304,
122245,80126683,
122246,80126685,
122247,80131133,
122248,80132901,1.0
122249,80121270,
122250,80119658,
122251,80119705,
122252,80123330,
122253,80126014,
122254,80119644,
122255,80119647,
122256,80120216,
122257,80123333,
122258,80126017,
122259,80119699,
122260,80119911,
122261,80120213,
122262,80123328,
122263,80126013,
122264,80119695,
122265,80123332,
122266,80126019,
122267,80122342,
122268,80123172,
122269,80126709,
122270,80128306,
122271,80128719,
122272,80128768,
122273,80129747,
122274,80121042,
122275,80121043,
122276,80121047,
122277,80121055,
122278,80121373,
122279,80122113,
122280,80122445,
122281,80122451,
122282,80122917,
122283,80122937,
122284,80125197,
122285,80125494,
122286,80125496,
122287,80125502,
122288,80125504,
122289,80125519,
122290,80125525,
122291,80125635,
122292,80125847,
122293,80125958,
122294,80126331,
122295,80126345,
122296,80127183,
122297,80127222,
122298,80127226,
122299,80127252,
122300,80128840,
122301,80128844,
122302,80128848,
122303,80129924,
122304,80129939,
122305,80129940,
122306,80130034,
122307,80130041,
122308,80130562,
122309,80122273,
122310,80125232,
122311,80121521,
122312,80123664,
122313,80123666,
122314,80124000,
122315,80124023,
122316,80124846,
122317,80124853,
122318,80124870,
122319,80124874,
122320,80124876,
122321,80125368,
122322,80125369,
122323,80125714,
122324,80125724,
122325,80125796,
122326,80126306,
122327,80126390,
122328,80126397,
122329,80128111,
122330,80128117,
122331,80128118,
122332,80128412,
122333,80128518,
122334,80128868,
122335,80128877,
122336,80128879,
122337,80128959,
122338,80129726,
122339,80121804,
122340,80122089,
122341,80128156,
122342,80119502,
122343,80119507,
122344,80119782,
122345,80120382,
122346,80120383,
122347,80124517,
122348,80124579,
122349,80125224,
122350,80120804,
122351,80121163,
122352,80126074,
122353,80123699,
122354,80124346,
122355,80124350,
122356,80124351,
122357,80124353,
122358,80124356,
122359,80126228,
122360,80132767,1.0
122361,80120638,
122362,80119747,
122363,80123763,
122364,80123787,
122365,80123821,
122366,80127140,
122367,80131273,
122368,80123789,
122369,80126623,
122370,80127481,
122371,80123095,
122372,80126625,
122373,80130869,
122374,80130873,
122375,80126242,
122376,80129725,
122377,80132817,1.0
122378,80132816,1.0
122379,80120641,
122380,80122037,
122381,80120132,
122382,80127099,
122383,80127179,
122384,80119999,
122385,80120272,
122386,80123531,
122387,80120055,
122388,80120280,
122389,80123607,
122390,80123784,
122391,80121353,
122392,80120311,
122393,80121130,
122394,80120420,
122395,80121126,
122396,80119979,
122397,80121160,
122398,80125009,
122399,80124242,
122400,80124441,
122401,80119908,
122402,80120289,
122403,80122881,
122404,80120161,
122405,80120210,
122406,80120212,
122407,80120218,
122408,80120223,
122409,80122632,
122410,80122633,
122411,80122904,
122412,80123021,
122413,80123022,
122414,80123164,
122415,80123672,
122416,80124802,
122417,80124804,
122418,80124805,
122419,80125167,
122420,80125169,
122421,80125171,
122422,80125180,
122423,80125930,
122424,80126778,
122425,80127713,
122426,80123311,
122427,80123283,
122428,80119870,
122429,80120020,
122430,80120052,
122431,80122531,
122432,80125527,
122433,80130016,
122434,80130960,
122435,80120922,
122436,80122524,
122437,80123009,
122438,80123045,
122439,80126784,
122440,80130341,
122441,80132173,1.0
122442,80132776,1.0
122443,80121262,
122444,80121274,
122445,80122614,
122446,80123134,
122447,80124964,
122448,80124970,
122449,80127798,
122450,80127941,
122451,80131119,
122452,80130020,
122453,80122999,
122454,80123359,
122455,80123465,
122456,80126387,
122457,80126393,
122458,80120203,
122459,80120248,
122460,80124186,
122461,80126677,
122462,80121352,
122463,80121948,
122464,80124452,
122465,80124454,
122466,80127258,
122467,80127396,
122468,80130765,
122469,80130830,
122470,80121958,
122471,80120544,
122472,80131867,1.0
122473,80120826,
122474,80122693,
122475,80120044,
122476,80120635,
122477,80121514,
122478,80121528,
122479,80124410,
122480,80120422,
122481,80120063,
122482,80120066,
122483,80120136,
122484,80120138,
122485,80120402,
122486,80120403,
122487,80120404,
122488,80122434,
122489,80122448,
122490,80122449,
122491,80122453,
122492,80123399,
122493,80123402,
122494,80123534,
122495,80124660,
122496,80124664,
122497,80124665,
122498,80126348,
122499,80128375,
122500,80128522,
122501,80128623,
122502,80129420,
122503,80129462,
122504,80129473,
122505,80129686,
122506,80129847,
122507,80130003,
122508,80120088,
122509,80127129,
122510,80130616,
122511,80127137,
122512,80127141,
122513,80130630,
122514,80120517,
122515,80121934,
122516,80123933,
122517,80122295,
122518,80122300,
122519,80122026,
122520,80122036,
122521,80127938,
122522,80127979,
122523,80128926,
122524,80128928,
122525,80130237,
122526,80130238,
122527,80130252,
122528,80120431,
122529,80119906,
122530,80120219,
122531,80123180,
122532,80124675,
122533,80126473,
122534,80130727,
122535,80123017,
122536,80127103,
122537,80120704,
122538,80123304,
122539,80120956,
122540,80126674,
122541,80120578,
122542,80121456,
122543,80121479,
122544,80123083,
122545,80129469,
122546,80123099,
122547,80126356,
122548,80129522,
122549,80123389,
122550,80121152,
122551,80121156,
122552,80121158,
122553,80124129,
122554,80126185,
122555,80130082,
122556,80120835,
122557,80123435,
122558,80119941,
122559,80120416,
122560,80127418,
122561,80123858,
122562,80048474,
122563,80124790,
122564,80120909,
122565,80121613,
122566,80126024,
122567,80127721,
122568,80120135,
122569,80120247,
122570,80120296,
122571,80120301,
122572,80120696,
122573,80120725,
122574,80120743,
122575,80120758,
122576,80120775,
122577,80122798,
122578,80123004,
122579,80123005,
122580,80123324,
122581,80123336,
122582,80123739,
122583,80123826,
122584,80124819,
122585,80124820,
122586,80124927,
122587,80125378,
122588,80125489,
122589,80125766,
122590,80127640,
122591,80127699,
122592,80127705,
122593,80129179,
122594,80129452,
122595,80129497,
122596,80129643,
122597,80129687,
122598,80129995,
122599,80126220,
122600,80126252,
122601,80122227,
122602,80124621,
122603,80121662,
122604,80124503,
122605,80127381,
122606,80130697,
122607,80133032,1.0
122608,80130828,
122609,80120661,
122610,80124438,
122611,80130403,
122612,80130472,
122613,80120073,
122614,80123395,
122615,80123925,
122616,80123954,
122617,80124735,
122618,80126488,
122619,80129917,
122620,80129921,
122621,80129926,
122622,80130270,
122623,80132641,1.0
122624,80132645,1.0
122625,80121096,
122626,80125364,
122627,80131085,
122628,80120115,
122629,80126698,
122630,80126703,
122631,80126708,
122632,80127523,
122633,80127524,
122634,80128324,
122635,80128326,
122636,80120295,
122637,80120015,
122638,80120293,
122639,80123639,
122640,80124344,
122641,80120022,
122642,80124212,
122643,80126918,
122644,80126497,
122645,80122240,
122646,80122243,
122647,80120684,
122648,80124176,
122649,80124696,
122650,80124824,
122651,80131135,
122652,80131383,
122653,80121945,
122654,80121952,
122655,80119974,
122656,80119978,
122657,80120298,
122658,80122532,
122659,80125528,
122660,80130315,-1.0
122661,80120124,
122662,80122724,
122663,80126089,
122664,80121973,
122665,80121987,
122666,80131589,1.0
122667,80131597,1.0
122668,80120177,
122669,80120873,
122670,80123235,
122671,80123468,
122672,80107221,
122673,80107269,
122674,80107271,
122675,80108775,
122676,80108801,
122677,80110443,
122678,80120877,
122679,80121310,
122680,80122856,
122681,80123970,
122682,80125846,
122683,80125849,
122684,80126493,
122685,80128041,
122686,80128060,
122687,80128062,
122688,80128278,
122689,80128286,
122690,80128288,
122691,80121386,
122692,80121488,
122693,80122799,
122694,80126695,
122695,80129907,
122696,80132193,1.0
122697,80120543,
122698,80121000,
122699,80123481,
122700,80126349,
122701,80127016,
122702,80127023,
122703,80130424,
122704,80132879,1.0
122705,80120851,
122706,80120862,
122707,80121018,
122708,80120879,
122709,80120998,
122710,80120817,
122711,80122488,
122712,80125351,
122713,80125358,
122714,80128048,
122715,80131671,1.0
122716,80120231,
122717,80125617,
122718,80127776,
122719,80132398,1.0
122720,80120935,
122721,80125432,
122722,80131922,1.0
122723,80132604,1.0
122724,80122713,
122725,80122714,
122726,80125495,
122727,80125505,
122728,80130234,
122729,80130247,
122730,80132570,1.0
122731,80120462,
122732,80125349,
122733,80128042,
122734,80131670,1.0
122735,80120729,
122736,80132615,1.0
122738,80120474,
122739,80122277,
122740,80125092,
122741,80126707,
122742,80120236,
122743,80124738,
122744,80124743,
122745,80125976,
122746,80121098,
122747,80124145,
122748,80120767,
122749,80122181,
122750,80126005,
122751,80128977,
122752,80128980,
122753,80128997,
122754,80129007,
122755,80129028,
122756,80129035,
122757,80129037,
122758,80129039,
122759,80129040,
122760,80129041,
122761,80129043,
122762,80129044,
122763,80129045,
122764,80129047,
122765,80129048,
122766,80129049,
122767,80129051,
122768,80129052,
122769,80129054,
122770,80129070,
122771,80129071,
122772,80129072,
122773,80129073,
122774,80129074,
122775,80129077,
122776,80129078,
122777,80129079,
122778,80129080,
122779,80129084,
122780,80129085,
122781,80129095,
122782,80129096,
122783,80129223,
122784,80129229,
122785,80129231,
122786,80129238,
122787,80129249,
122788,80129251,
122789,80129254,
122790,80129281,
122791,80129282,
122792,80129283,
122793,80129289,
122794,80129291,
122795,80129303,
122796,80129312,
122797,80129320,
122798,80129333,
122799,80129337,
122800,80129339,
122801,80129347,
122802,80129351,
122803,80129354,
122804,80129357,
122805,80129358,
122806,80129359,
122807,80129362,
122808,80129363,
122809,80131269,
122810,80131274,
122811,80131277,
122812,80131283,
122813,80131325,
122814,80131326,
122815,80131344,
122816,80131362,
122817,80132808,1.0
122818,80120603,
122819,80124046,
122820,80124658,
122821,80127127,
122822,80129756,
122823,80129759,
122824,80129852,
122825,80130953,
122826,80130954,0.0
122827,80131316,
122828,80132004,1.0
122829,80132075,1.0
122830,80121758,
122831,80123511,
122832,80121419,
122833,80121431,
122834,80121010,
122835,80121481,
122836,80121500,
122837,80124436,
122838,80125237,
122839,80125251,
122840,80127133,
122841,80120356,
122842,80120366,
122843,80120511,
122844,80124531,
122845,80126158,
122846,80126798,
122847,80129634,
122848,80120230,
122849,80122676,
122850,80125589,
122851,80125593,
122852,80127770,
122853,80132373,1.0
122854,80122682,
122855,80122684,
122856,80125492,
122857,80125493,
122858,80129770,
122859,80132715,1.0
122860,80122942,
122861,80125043,
122862,80129749,
122863,80132554,1.0
122864,80120347,
122865,80122635,
122866,80122678,
122867,80125592,
122868,80127768,
122869,80132540,1.0
122870,80120459,
122871,80122423,
122872,80125348,
122873,80128090,
122874,80131676,1.0
122875,80132733,1.0
122876,80123054,
122877,80120019,
122878,80120921,
122879,80121656,
122880,80121919,
122881,80131031,
122882,80121660,
122883,80121276,
122884,80130571,
122885,80125113,
122886,80120489,
122887,80123131,
122888,80124682,
122889,80125455,
122890,80127714,
122891,80127734,
122892,80131938,1.0
122893,80132159,1.0
122894,80122941,
122895,80123133,
122896,80124994,
122897,80125001,
122898,80127729,
122899,80128214,
122900,80131936,1.0
122901,80131945,1.0
122902,80122541,
122903,80124677,
122904,80125283,
122905,80128950,
122906,80132701,1.0
122907,80132705,1.0
122908,80121243,
122909,80121275,
122910,80123187,
122911,80131185,1.0
122912,80123221,
122913,80121278,
122914,80122123,
122915,80122140,
122916,80121615,
122917,80121174,
122918,80122141,
122919,80123218,
122920,80121281,
122921,80121285,
122922,80120345,
122923,80120582,
122924,80124206,
122925,80121485,
122926,80124251,
122927,80124555,
122928,80120839,
122929,80123657,
122930,80126465,
122931,80129787,
122932,80001396,
122933,80001648,
122934,80005437,
122935,80005751,
122936,80007161,
122937,80007260,
122938,80007261,
122939,80007461,
122940,80007684,
122941,80007690,
122942,80008167,
122943,80008704,
122944,80008888,
122945,80009544,
122946,80009563,
122947,80009585,
122948,80014050,
122949,80016904,
122950,80024101,
122951,80032935,
122952,80123694,
122953,80124385,
122954,80124397,
122955,80125295,
122956,80125296,
122957,80126400,
122958,80130358,
122959,80130381,
122960,80130798,
122961,80130863,
122962,80130909,
122963,80121127,
122964,80122902,
122965,80124690,
122966,80125326,
122967,80127666,
122968,80128101,
122969,80129488,
122970,80129638,
122971,80131536,1.0
122972,80132263,1.0
122973,80120788,
122974,80120810,
122975,80120874,
122976,80123176,
122977,80120370,
122978,80130819,
122979,80124005,
122980,80126068,
122981,80130885,
122982,80120720,
122983,80120449,
122984,80120454,
122985,80123275,
122986,80126296,
122987,80120391,
122988,80120393,
122989,80120927,
122990,80121100,
122991,80121104,
122992,80124416,
122993,80131299,
122994,80121169,
122995,80123200,
122996,80120633,
122997,80120932,
122998,80120215,
122999,80120312,
123000,80121964,
123001,80124422,
123002,80126954,
123003,80126962,
123004,80121825,
123005,80120701,
123006,80120989,
123007,80121700,
123008,80121165,
123009,80121343,
123010,80120591,
123011,80122198,
123012,80122199,
123013,80122203,
123014,80126010,
123015,80128128,
123016,80131819,1.0
123017,80122441,
123018,80124971,
123019,80124975,
123020,80124977,
123021,80124978,
123022,80129487,
123023,80129513,
123024,80129533,
123025,80121121,
123026,80122746,
123027,80123629,
123028,80126717,
123029,80129808,
123030,80129818,
123031,80130024,
123032,80132778,1.0
123033,80121340,
123034,80121483,
123035,80121097,
123036,80121868,
123037,80132629,1.0
123038,80120410,
123039,80121985,
123040,80124121,
123041,80128828,
123042,80131612,1.0
123043,80120464,
123044,80121659,
123045,80124157,
123046,80126578,
123047,80124057,
123048,80120773,
123049,80125875,
123050,80121255,
123051,80121263,
123052,80126353,
123053,80121887,
123054,80120359,
123055,80120360,
123056,80123467,
123057,80124069,
123058,80123043,
123059,80126054,
123060,80126182,
123061,80128567,
123062,80129832,
123063,80123424,
123064,80126908,
123065,80126935,
123066,80126949,
123067,80128070,
123068,80128736,
123069,80120655,
123070,80120590,
123071,80121133,
123072,80121134,
123073,80122246,
123074,80122260,
123075,80122408,
123076,80121598,
123077,80121605,
123078,80121641,
123079,80121125,
123080,80122311,
123081,80122334,
123082,80120367,
123083,80121342,
123084,80123089,
123085,80123870,
123086,80125121,
123087,80125161,
123088,80125162,
123089,80125164,
123090,80127361,
123091,80128264,
123092,80121025,
123093,80121027,
123094,80122267,
123095,80122268,
123096,80122282,
123097,80123670,
123098,80123830,
123099,80126342,
123100,80126760,
123101,80129521,
123102,80130272,
123103,80122164,
123104,80130182,
123105,80120316,
123106,80120501,
123107,80123896,
123108,80123904,
123109,80120943,
123110,80120376,
123111,80123889,
123112,80123082,
123113,80129407,
123114,80129411,
123115,80131550,1.0
123116,80120761,
123117,80124494,
123118,80124526,
123119,80126986,
123120,80127216,
123121,80127327,
123122,80131532,1.0
123123,80132260,1.0
123124,80132560,1.0
123125,80132743,1.0
123126,80133062,1.0
123127,80121841,
123128,80120576,
123129,80123056,
123130,80127115,
123131,80131301,-1.0
123132,80123002,
123133,80131422,
123134,80121644,
123135,80123807,
123136,80124401,
123137,80124426,
123138,80125063,
123139,80125069,
123140,80125133,
123141,80125136,
123142,80125138,
123143,80125373,
123144,80125713,
123145,80125716,
123146,80125722,
123147,80125731,
123148,80125835,
123149,80126310,
123150,80128871,
123151,80128953,
123152,80128954,
123153,80128961,
123154,80129692,
123155,80129696,
123156,80129702,
123157,80129737,0.0
123158,80121711,
123159,80124590,
123160,80121495,
123161,80121552,
123162,80123268,
123163,80129912,
123164,80123067,
123165,80123274,
123166,80126369,
123167,80126411,
123168,80127802,
123169,80127817,
123170,80128074,
123171,80128734,
123172,80121113,
123173,80122079,
123174,80126487,
123175,80121746,
123176,80128053,
123177,80128226,0.0
123178,80121773,
123179,80121803,
123180,80121532,
123181,80121402,
123182,80125465,
123183,80121511,
123184,80121332,
123185,80120990,
123186,80121244,
123187,80121246,
123188,80121277,
123189,80121280,
123190,80121359,
123191,80121451,
123192,80121520,
123193,80124010,
123194,80124022,
123195,80124024,
123196,80124737,
123197,80124769,
123198,80124789,
123199,80124791,
123200,80124792,
123201,80124810,
123202,80124816,
123203,80124931,
123204,80128304,
123205,80128305,
123206,80128870,
123207,80128872,
123208,80129707,
123209,80129735,
123210,80125881,
123211,80130669,
123212,80122305,
123213,80123412,
123214,80121614,
123215,80131398,
123216,80121198,
123217,80121638,
123218,80123050,
123219,80127445,
123220,80121136,
123221,80122688,
123222,80122689,
123223,80124935,
123224,80125032,
123225,80126113,
123226,80126181,
123227,80122763,
123228,80122769,
123229,80126082,
123230,80126084,
123231,80126178,
123232,80126191,
123233,80121859,
123234,80122728,
123235,80121203,
123236,80126101,
123237,80128187,
123238,80122608,
123239,80121404,
123240,80121583,
123241,80121210,
123242,80122157,
123243,80121209,
123244,80121221,
123245,80124519,
123246,80125478,
123247,80131228,
123248,80132919,1.0
123249,80121771,
123250,80121750,
123251,80120955,
123252,80121466,
123253,80122611,
123254,80122616,
123255,80123053,
123256,80125693,
123257,80125991,
123258,80130059,
123259,80121150,
123260,80122344,
123261,80122346,
123262,80120411,
123263,80124491,
123264,80121409,
123265,80120984,
123266,80121269,
123267,80123947,
123268,80121982,
123269,80127380,
123270,80131411,
123271,80123817,
123272,80126210,
123273,80128260,
123274,80130799,
123275,80121284,
123276,80121289,
123277,80121288,
123278,80121301,
123279,80121265,
123280,80121299,
123281,80122259,
123282,80122858,
